"","circ_id","mmu1","mmu2","mmu3"
"1","1:100406082|100412463",NA,"2.000",NA
"10044","9:59313007|59315700",NA,NA,"1.000"
"10045","9:59313007|59344198",NA,NA,"2.000"
"10046","9:59315158|59319814",NA,NA,"2.000"
"10047","9:59319707|59344198",NA,"1.000",NA
"10048","9:59319707|59361752","1.000",NA,NA
"10049","9:59322052|59344198","4.000",NA,NA
"10050","9:59333405|59344198","1.000",NA,NA
"10051","9:59333405|59361752","8.000","10.000","41.000"
"10052","9:59344053|59361752","2.000",NA,"1.000"
"10053","9:59529631|59535951",NA,NA,"1.000"
"10054","9:59535801|59538676",NA,NA,"6.000"
"10055","9:59540198|59547432",NA,NA,"1.000"
"10056","9:59791762|59796838","2.000",NA,NA
"10057","9:59791762|59817990","1.000",NA,NA
"10058","9:59794988|59796838",NA,NA,"4.000"
"10059","9:59887051|59890180","2.000",NA,NA
"10060","9:60159932|60219805",NA,NA,"3.000"
"10061","9:60283235|60301829","11.000","5.000","9.000"
"10062","9:60283235|60335808","2.000",NA,NA
"10063","9:60757411|60757689",NA,"3.000",NA
"10064","9:60757411|60761785","2.000",NA,NA
"10065","9:61281234|61300547",NA,NA,"2.000"
"10066","9:61868810|61876189","7.000",NA,NA
"10067","9:6243232|6245745",NA,"1.000",NA
"10068","9:6269537|6293937","3.000",NA,"2.000"
"10069","9:62810040|62827830",NA,"2.000",NA
"10070","9:62820031|62827830","5.000",NA,"1.000"
"10071","9:62820031|62830937","3.000",NA,"20.000"
"10072","9:62826632|62830937","17.000","6.000","16.000"
"10073","9:6288471|6293937",NA,NA,"1.000"
"10074","9:6288471|6337441",NA,"1.000","4.000"
"10075","9:6288489|6293937","10.000",NA,"1.000"
"10076","9:6288489|6333386",NA,NA,"1.000"
"10077","9:63000708|63005203",NA,NA,"1.000"
"10078","9:63188300|63210442",NA,NA,"7.000"
"10079","9:63193680|63229549",NA,NA,"2.000"
"10080","9:63200805|63229549",NA,NA,"2.000"
"10081","9:63210402|63279067","2.000",NA,NA
"10082","9:63229484|63246403","4.000",NA,NA
"10083","9:63245366|63265342",NA,"1.000","7.000"
"10084","9:6333323|6337441",NA,"1.000","2.000"
"10085","9:63523967|63526513","16.000","12.000","40.000"
"10086","9:63524063|63526513",NA,NA,"2.000"
"10087","9:63570946|63575204","2.000",NA,NA
"10088","9:63728790|63728967",NA,NA,"5.000"
"10089","9:64068102|64068723","1.000",NA,"2.000"
"10090","9:64082105|64083498",NA,NA,"3.000"
"10091","9:64098548|64098936",NA,NA,"2.000"
"10092","9:64111712|64120012",NA,"1.000",NA
"10093","9:64111712|64121891",NA,NA,"23.000"
"10094","9:64119865|64121891",NA,NA,"6.000"
"10095","9:64217448|64219261",NA,NA,"3.000"
"10096","9:64221215|64226534",NA,NA,"5.000"
"10097","9:64624154|64635711","5.000",NA,NA
"10098","9:64632783|64635711","2.000","1.000","3.000"
"10099","9:64746094|64746426",NA,NA,"3.000"
"10100","9:64746094|64749971",NA,"3.000",NA
"10101","9:64749721|64756238",NA,NA,"1.000"
"10102","9:64779109|64780421",NA,NA,"1.000"
"10103","9:64813282|64820022",NA,"1.000",NA
"10104","9:6484601|6485651",NA,NA,"3.000"
"10105","9:64887056|64891325",NA,"2.000",NA
"10106","9:64942156|64986067",NA,NA,"1.000"
"10107","9:64944250|64953070",NA,NA,"1.000"
"10108","9:64960326|64963233",NA,"1.000",NA
"10109","9:64973632|64983170","3.000","1.000","2.000"
"10110","9:65215749|65217593",NA,NA,"1.000"
"10111","9:65217433|65226099",NA,NA,"1.000"
"10112","9:65217539|65226033",NA,"1.000",NA
"10113","9:65223925|65228265",NA,NA,"1.000"
"10114","9:65229825|65231581",NA,NA,"3.000"
"10115","9:65261891|65264087",NA,NA,"3.000"
"10116","9:65263526|65264087",NA,NA,"4.000"
"10117","9:65346811|65348970",NA,NA,"3.000"
"10118","9:65638257|65702777",NA,"2.000",NA
"10119","9:65655585|65655951","2.000",NA,NA
"10120","9:65676104|65702777",NA,NA,"2.000"
"10121","9:65701903|65702777","60.000","23.000","121.000"
"10122","9:65746216|65764793","7.000",NA,"4.000"
"10123","9:65771485|65780459",NA,"1.000",NA
"10124","9:65771485|65786490",NA,NA,"2.000"
"10125","9:65865610|65866003","1.000",NA,"12.000"
"10126","9:65906676|65909563",NA,NA,"1.000"
"10127","9:65915021|65927194",NA,"1.000",NA
"10128","9:65927083|65939627","1.000",NA,NA
"10129","9:66003839|66008666","2.000",NA,NA
"10130","9:66377519|66379255","1.000",NA,NA
"10131","9:66377519|66382146",NA,NA,"1.000"
"10132","9:66437525|66474185","2.000",NA,NA
"10133","9:66447033|66474185",NA,NA,"2.000"
"10134","9:66447343|66455237","5.000","3.000","4.000"
"10135","9:66447343|66474178",NA,NA,"4.000"
"10136","9:66447343|66474185","11.000","3.000","64.000"
"10137","9:66469835|66474185","2.000",NA,NA
"10138","9:66469835|66487773",NA,NA,"2.000"
"10139","9:66941157|66943308","3.000",NA,NA
"10140","9:67182602|67216241",NA,NA,"2.000"
"10141","9:67193739|67201219",NA,NA,"2.000"
"10142","9:67216151|67230463",NA,NA,"4.000"
"10143","9:67283009|67302833",NA,NA,"2.000"
"10144","9:67293838|67304965",NA,NA,"4.000"
"10145","9:67759772|67768167","23.000",NA,"11.000"
"10146","9:67783508|67797671",NA,NA,"4.000"
"10147","9:67872746|67883187",NA,"1.000","1.000"
"10148","9:68583930|68641665",NA,NA,"3.000"
"10149","9:69307758|69318171",NA,"1.000",NA
"10150","9:69314546|69318171",NA,"1.000",NA
"10151","9:69317393|69318171",NA,NA,"2.000"
"10152","9:69386959|69391141","1.000",NA,NA
"10153","9:69904362|69906552","4.000","1.000","4.000"
"10154","9:7009970|7016795",NA,NA,"3.000"
"10155","9:70148327|70194337",NA,NA,"1.000"
"10156","9:70223873|70234558","1.000","2.000","13.000"
"10157","9:70229673|70234558","4.000",NA,"4.000"
"10158","9:70232114|70250411",NA,NA,"1.000"
"10159","9:70269504|70277784",NA,NA,"3.000"
"10160","9:70339218|70349679",NA,NA,"1.000"
"10161","9:70348036|70349679",NA,NA,"4.000"
"10162","9:70376636|70383950",NA,NA,"13.000"
"10163","9:70383057|70383950","2.000",NA,"7.000"
"10164","9:70466318|70469255",NA,NA,"3.000"
"10165","9:70466318|70470143","9.000","7.000","27.000"
"10166","9:70508111|70511176",NA,NA,"3.000"
"10167","9:70514739|70524188","4.000",NA,"2.000"
"10168","9:70524045|70534139",NA,NA,"1.000"
"10169","9:70534036|70541351",NA,NA,"2.000"
"10170","9:70610568|70661607",NA,NA,"2.000"
"10171","9:70647356|70653608","3.000","1.000",NA
"10172","9:70647356|70655548",NA,NA,"1.000"
"10173","9:71256253|71256471","1.000",NA,NA
"10174","9:7128955|7130876",NA,NA,"5.000"
"10175","9:71422350|71463019",NA,"2.000","2.000"
"10176","9:71453950|71459646",NA,NA,"2.000"
"10177","9:71548640|71552935",NA,NA,"2.000"
"10178","9:71557503|71563534",NA,NA,"3.000"
"10179","9:71608466|71612642",NA,"1.000","2.000"
"10180","9:71612429|71612642","1.000","1.000",NA
"10181","9:71622604|71624779","1.000","1.000",NA
"10182","9:7165598|7169709",NA,NA,"1.000"
"10183","9:71775353|71777429",NA,NA,"2.000"
"10184","9:71824286|71914044","4.000",NA,NA
"10185","9:7186767|7189253",NA,NA,"7.000"
"10186","9:71908283|71908728",NA,NA,"1.000"
"10187","9:72137547|72140611","8.000",NA,"5.000"
"10188","9:72219359|72220042","2.000",NA,"5.000"
"10189","9:72226373|72231436","3.000",NA,NA
"10190","9:72440099|72500642",NA,NA,"2.000"
"10191","9:72484320|72500642",NA,"2.000","2.000"
"10192","9:72499032|72500642","6.000","2.000",NA
"10193","9:72577233|72584813",NA,"3.000","15.000"
"10194","9:72577233|72593396","3.000","2.000","12.000"
"10195","9:72577233|72628943",NA,NA,"4.000"
"10196","9:72632298|72633812","1.000","1.000",NA
"10197","9:72647449|72650918",NA,"1.000",NA
"10198","9:72649934|72653761",NA,"1.000",NA
"10199","9:75157014|75158804",NA,"1.000",NA
"10200","9:75202443|75203442","5.000","3.000","1.000"
"10201","9:75218660|75221665",NA,"2.000",NA
"10202","9:75297448|75300811","2.000",NA,NA
"10203","9:75300646|75306033",NA,NA,"1.000"
"10204","9:75416595|75423877","1.000",NA,NA
"10205","9:75436650|75439874","8.000","6.000","13.000"
"10206","9:76409390|76410464",NA,"2.000","5.000"
"10207","9:77682360|77683590",NA,NA,"3.000"
"10208","9:77682360|77686917","5.000",NA,"6.000"
"10209","9:77808378|77809980","4.000",NA,"1.000"
"10210","9:77808378|77868335","4.000",NA,NA
"10211","9:77864422|77868335","7.000","5.000","23.000"
"10212","9:77883066|77890128",NA,NA,"11.000"
"10213","9:78007069|78011636",NA,"1.000","4.000"
"10214","9:78038576|78048555",NA,"2.000","3.000"
"10215","9:78356700|78357117",NA,"2.000","13.000"
"10216","9:78364491|78372284",NA,NA,"6.000"
"10217","9:78368801|78378073","1.000",NA,"6.000"
"10218","9:78372165|78378073",NA,NA,"1.000"
"10219","9:78448180|78468088",NA,NA,"3.000"
"10220","9:78464738|78468088","2.000",NA,"4.000"
"10221","9:7950492|7973912","3.000","4.000",NA
"10222","9:7962289|7973912",NA,NA,"2.000"
"10223","9:79994711|80000923","20.000","4.000","14.000"
"10224","9:79994711|80006188",NA,NA,"1.000"
"10225","9:79994711|80011046","11.000","1.000","25.000"
"10226","9:79997130|80000923","2.000",NA,"11.000"
"10227","9:79997130|80006188",NA,NA,"2.000"
"10228","9:79999548|80000923",NA,NA,"1.000"
"10229","9:79999548|80006188",NA,NA,"5.000"
"10230","9:79999548|80011046","13.000",NA,"9.000"
"10231","9:79999548|80018735",NA,NA,"3.000"
"10232","9:80023813|80044164",NA,NA,"2.000"
"10233","9:80029145|80033734",NA,"2.000","1.000"
"10234","9:81450546|81450717","2.000",NA,NA
"10235","9:81652388|81652532","2.000",NA,NA
"10236","9:82759242|82767011","5.000",NA,NA
"10237","9:82808449|82815120",NA,NA,"2.000"
"10238","9:82808449|82827971",NA,NA,"1.000"
"10239","9:82827810|82841904",NA,"2.000","3.000"
"10240","9:83459488|83479579",NA,NA,"2.000"
"10241","9:83727965|83732761",NA,NA,"2.000"
"10242","9:83834335|83873875",NA,NA,"3.000"
"10243","9:83834576|83873875","9.000","1.000","10.000"
"10244","9:83868030|83894672",NA,NA,"3.000"
"10245","9:83870828|83892471",NA,"2.000",NA
"10246","9:83870828|83894672","13.000","15.000","54.000"
"10247","9:85600947|85602002",NA,NA,"2.000"
"10248","9:86254393|86307423",NA,NA,"4.000"
"10249","9:86254393|86334063","1.000",NA,NA
"10250","9:86304893|86307423",NA,"1.000",NA
"10251","9:86304893|86322807",NA,"2.000",NA
"10252","9:86304893|86330906",NA,NA,"3.000"
"10253","9:86439555|86441566",NA,NA,"1.000"
"10254","9:86441467|86444746","3.000","1.000","10.000"
"10255","9:86476496|86480877",NA,NA,"7.000"
"10256","9:86493905|86501887","21.000","20.000","39.000"
"10257","9:86493905|86533082","2.000",NA,NA
"10258","9:86528363|86536771",NA,"10.000","29.000"
"10259","9:86528363|86562005","2.000","1.000","9.000"
"10260","9:86559916|86562005",NA,NA,"15.000"
"10261","9:87596037|87596207",NA,"2.000",NA
"10262","9:88263534|88285473",NA,NA,"2.000"
"10263","9:88297724|88305071",NA,"2.000",NA
"10264","9:88302303|88305071",NA,NA,"3.000"
"10265","9:89214808|89244970","1.000",NA,NA
"10266","9:89701876|89702046","1.000",NA,NA
"10267","9:89842836|89843067",NA,"1.000",NA
"10268","9:89978555|89982576","1.000",NA,NA
"10269","9:9029423|9035610",NA,"1.000",NA
"10270","9:9059049|9115762",NA,NA,"1.000"
"10271","9:95098992|95099292",NA,"1.000",NA
"10272","9:95374376|95375870",NA,"3.000",NA
"10273","9:95377887|95384637",NA,"1.000",NA
"10274","9:95817531|95819701",NA,NA,"2.000"
"10275","9:95827140|95829294",NA,NA,"7.000"
"10276","9:95849764|95851610","1.000",NA,NA
"10277","9:95863827|95871059","2.000",NA,"1.000"
"10278","9:95880268|95881629",NA,NA,"2.000"
"10279","9:95885896|95888900",NA,NA,"2.000"
"10280","9:95903858|95906273",NA,NA,"2.000"
"10281","9:95903858|95908986","1.000",NA,NA
"10282","9:95927538|95933807",NA,NA,"2.000"
"10283","9:96011053|96022723",NA,"2.000",NA
"10284","9:96011053|96037550",NA,NA,"1.000"
"10285","9:96019797|96037550",NA,NA,"1.000"
"10286","9:96027724|96037550",NA,"3.000",NA
"10287","9:96053512|96061059","3.000",NA,"5.000"
"10288","9:96056742|96059605",NA,NA,"2.000"
"10289","9:96105211|96114801","3.000",NA,NA
"10290","9:96114734|96192741",NA,"1.000",NA
"10291","9:96155891|96172680",NA,NA,"2.000"
"10292","9:96217431|96227946",NA,NA,"4.000"
"10293","9:96439452|96450540",NA,"2.000",NA
"10294","9:96458338|96464879","1.000","1.000","1.000"
"10295","9:96474002|96493552","74.000","19.000","94.000"
"10296","9:96484765|96493552","46.000","26.000","96.000"
"10297","9:98281508|98285666","3.000",NA,"3.000"
"10298","9:98922973|98924722",NA,"5.000","13.000"
"10299","9:98924576|98926921",NA,NA,"2.000"
"10300","9:98970657|98976716","3.000",NA,NA
"10301","9:98987583|99004429","2.000",NA,"4.000"
"10302","9:99193998|99199357",NA,"3.000",NA
"10303","9:99197239|99199357",NA,"3.000",NA
"10304","9:99362622|99370012","2.000",NA,NA
"10305","9:99365152|99387785",NA,NA,"1.000"
"10306","9:99369916|99384651",NA,NA,"1.000"
"10307","9:99415150|99417945",NA,NA,"1.000"
"10308","MT:13875|14141","9.000",NA,NA
"10309","X:100257379|100259184","7.000","6.000","13.000"
"10310","X:10030960|10032515",NA,NA,"2.000"
"10311","X:10030960|10048291",NA,"2.000",NA
"10312","X:100483092|100487097",NA,NA,"4.000"
"10313","X:100706964|100708350",NA,NA,"2.000"
"10314","X:100710883|100711765","2.000",NA,"3.000"
"10315","X:10076837|10079893",NA,"1.000",NA
"10316","X:101471720|101543558",NA,NA,"1.000"
"10317","X:101541736|101543558",NA,NA,"1.000"
"10318","X:101612895|101618680",NA,"1.000",NA
"10319","X:102512905|102514527",NA,NA,"2.000"
"10320","X:102639536|102649225",NA,NA,"1.000"
"10321","X:103343655|103348006",NA,NA,"3.000"
"10322","X:10445553|10461593",NA,NA,"3.000"
"10323","X:104846295|104889547",NA,NA,"1.000"
"10324","X:104869706|104880033",NA,NA,"1.000"
"10325","X:104891187|104900224",NA,NA,"3.000"
"10326","X:104921972|104934578",NA,NA,"1.000"
"10327","X:104943486|104955260",NA,"1.000","4.000"
"10328","X:104943486|105017881",NA,NA,"1.000"
"10329","X:105017790|105033136","3.000",NA,NA
"10330","X:105017790|105040597","5.000",NA,NA
"10331","X:105027315|105033730",NA,NA,"1.000"
"10332","X:105036003|105040597",NA,"4.000","8.000"
"10333","X:105140382|105142625",NA,"2.000",NA
"10334","X:105835813|105836105","5.000",NA,NA
"10335","X:112049032|112069267",NA,"2.000",NA
"10336","X:12471105|12472573",NA,NA,"1.000"
"10337","X:12579821|12590100","2.000",NA,NA
"10338","X:12585829|12590100","2.000",NA,NA
"10339","X:128704761|128726696","2.000",NA,NA
"10340","X:128948073|129010130",NA,NA,"3.000"
"10341","X:129079684|129228810",NA,NA,"1.000"
"10342","X:12989406|12990902",NA,NA,"3.000"
"10343","X:13023907|13025183",NA,"1.000",NA
"10344","X:13156075|13156599","8.000",NA,NA
"10345","X:133086045|133143910",NA,NA,"1.000"
"10346","X:133162325|133168265",NA,"1.000",NA
"10347","X:133162325|133168310","3.000","3.000","10.000"
"10348","X:133672805|133675895",NA,"1.000",NA
"10349","X:13466595|13492536",NA,NA,"2.000"
"10350","X:135721178|135723666","1.000",NA,NA
"10351","X:138236738|138236887",NA,NA,"1.000"
"10352","X:139902656|139935546","2.000",NA,NA
"10353","X:139907972|139908348",NA,NA,"1.000"
"10354","X:140354833|140366092","1.000",NA,NA
"10355","X:140354833|140375055","5.000",NA,NA
"10356","X:141111843|141115379",NA,NA,"3.000"
"10357","X:141131997|141143432",NA,NA,"1.000"
"10358","X:141521759|141554029",NA,NA,"1.000"
"10359","X:141532155|141589064",NA,"4.000",NA
"10360","X:141535035|141617389",NA,NA,"5.000"
"10361","X:143123715|143132415",NA,NA,"4.000"
"10362","X:143128607|143133525",NA,NA,"1.000"
"10363","X:143129677|143132415","6.000","3.000","3.000"
"10364","X:149742120|149742326","2.000",NA,NA
"10365","X:149782692|149784117",NA,"1.000",NA
"10366","X:149855168|149855568","3.000",NA,NA
"10367","X:150076760|150117009","2.000","3.000","5.000"
"10368","X:150078466|150117009",NA,NA,"11.000"
"10369","X:150094333|150117009","3.000","1.000","7.000"
"10370","X:150156827|150182799",NA,NA,"7.000"
"10371","X:150159743|150182799","1.000","1.000",NA
"10372","X:150159743|150188751",NA,NA,"1.000"
"10373","X:150182670|150188751","2.000",NA,"1.000"
"10374","X:150330390|150333987",NA,NA,"1.000"
"10375","X:150330390|150339131",NA,NA,"1.000"
"10376","X:150348367|150356512","1.000",NA,NA
"10377","X:150380296|150382580",NA,NA,"2.000"
"10378","X:150403859|150408297",NA,"1.000",NA
"10379","X:150618219|150618723","3.000",NA,NA
"10380","X:150618219|150626151",NA,NA,"5.000"
"10381","X:150646868|150647769","3.000","2.000","5.000"
"10382","X:150689946|150690440",NA,"1.000","1.000"
"10383","X:150693096|150695250",NA,NA,"1.000"
"10384","X:150829655|150830964","3.000",NA,NA
"10385","X:151027868|151031816",NA,NA,"5.000"
"10386","X:151028097|151029409","10.000","1.000",NA
"10387","X:151031423|151031816","2.000",NA,"4.000"
"10388","X:151036419|151036857","3.000","4.000","19.000"
"10389","X:151440419|151444714",NA,"1.000",NA
"10390","X:152128547|152128699","4.000",NA,NA
"10391","X:152519695|152519894",NA,"1.000",NA
"10392","X:152851891|152852059","1.000",NA,NA
"10393","X:156355854|156374551","6.000","2.000","5.000"
"10394","X:158062162|158100998","2.000",NA,NA
"10395","X:158100916|158115217",NA,NA,"4.000"
"10396","X:158110767|158111473","2.000",NA,NA
"10397","X:158648320|158661212","1.000",NA,NA
"10398","X:158696984|158702913","1.000",NA,NA
"10399","X:158702753|158749478","3.000",NA,"1.000"
"10400","X:158741208|158754921",NA,NA,"1.000"
"10401","X:158749209|158754921",NA,NA,"1.000"
"10402","X:158827056|158858703",NA,NA,"1.000"
"10403","X:158907514|158916228",NA,NA,"1.000"
"10404","X:158915064|158916228",NA,"2.000",NA
"10405","X:159306267|159316073",NA,"2.000","3.000"
"10406","X:159315974|159327330",NA,NA,"2.000"
"10407","X:159501258|159518531",NA,NA,"1.000"
"10408","X:159606970|159613018",NA,NA,"2.000"
"10409","X:159639350|159649049",NA,NA,"3.000"
"10410","X:159707447|159711651","3.000",NA,"9.000"
"10411","X:159881739|159882016",NA,NA,"1.000"
"10412","X:161329750|161337941",NA,NA,"5.000"
"10413","X:161665675|161666082","1.000",NA,NA
"10414","X:161686429|161704529",NA,NA,"1.000"
"10415","X:161704194|161724840",NA,"1.000",NA
"10416","X:161717282|161724840",NA,"1.000","4.000"
"10417","X:161779700|161783154","3.000",NA,NA
"10418","X:162726095|162732374",NA,NA,"1.000"
"10419","X:162726095|162733221","1.000","2.000","2.000"
"10420","X:162728288|162739549","1.000",NA,NA
"10421","X:162770093|162774465",NA,NA,"4.000"
"10422","X:162871965|162872249",NA,NA,"2.000"
"10423","X:166146540|166157182",NA,NA,"2.000"
"10424","X:167445426|167447301",NA,NA,"2.000"
"10425","X:168709949|168710665","2.000",NA,"5.000"
"10426","X:169070192|169072533",NA,NA,"1.000"
"10427","X:169099929|169102616",NA,NA,"1.000"
"10428","X:18065396|18089116",NA,"3.000",NA
"10429","X:18083176|18108067",NA,NA,"1.000"
"10430","X:18102899|18114598",NA,NA,"1.000"
"10431","X:18124074|18128674",NA,NA,"1.000"
"10432","X:18127761|18130949",NA,NA,"1.000"
"10433","X:18819382|18819623",NA,"1.000",NA
"10434","X:19025054|19033181","2.000","1.000","6.000"
"10435","X:19051718|19101891",NA,NA,"2.000"
"10436","X:20028166|20028769","1.000",NA,NA
"10437","X:20295261|20326811","1.000",NA,NA
"10438","X:20295261|20345910",NA,"1.000",NA
"10439","X:20326754|20328430",NA,NA,"1.000"
"10440","X:23127673|23185034",NA,NA,"1.000"
"10441","X:23624316|23636235",NA,"2.000",NA
"10442","X:35203468|35203692","2.000",NA,NA
"10443","X:36116291|36120546","2.000",NA,NA
"10444","X:37513143|37531017","3.000",NA,"5.000"
"10445","X:40891823|40895439",NA,NA,"1.000"
"10446","X:40891823|40896048",NA,NA,"1.000"
"10447","X:40895278|40896048",NA,NA,"1.000"
"10448","X:40961166|40962829",NA,NA,"1.000"
"10449","X:40961166|40970877",NA,"1.000",NA
"10450","X:40961166|40986727",NA,NA,"2.000"
"10451","X:41290731|41300119",NA,"3.000","4.000"
"10452","X:47019247|47037237",NA,NA,"1.000"
"10453","X:47279391|47283597",NA,"1.000",NA
"10454","X:47280097|47283597","6.000",NA,"41.000"
"10455","X:47348599|47352509",NA,NA,"1.000"
"10456","X:49360913|49361073","1.000",NA,NA
"10457","X:49669457|49701118",NA,"1.000",NA
"10458","X:52087967|52101171","3.000",NA,NA
"10459","X:55524989|55538493",NA,NA,"2.000"
"10460","X:55680154|55683748",NA,NA,"7.000"
"10461","X:55688727|55700413","1.000","5.000","1.000"
"10462","X:59326927|59337361","2.000",NA,NA
"10463","X:67741453|67743836",NA,"1.000",NA
"10464","X:70274996|70278552","1.000",NA,NA
"10465","X:70274996|70297967",NA,NA,"6.000"
"10466","X:70274996|70303432",NA,"3.000","9.000"
"10467","X:70297856|70303432",NA,NA,"1.000"
"10468","X:70478438|70484751",NA,"1.000",NA
"10469","X:70481739|70493613","2.000","4.000","5.000"
"10470","X:71992770|72000045","1.000",NA,NA
"10471","X:72936974|72937151",NA,"1.000",NA
"10472","X:72943146|72944342","2.000",NA,NA
"10473","X:72971418|72971966","1.000",NA,NA
"10474","X:72989729|72990656",NA,NA,"1.000"
"10475","X:73077099|73077857",NA,NA,"1.000"
"10476","X:73271270|73272434",NA,"1.000","3.000"
"10477","X:73315265|73315513","1.000",NA,NA
"10478","X:74146027|74148066",NA,NA,"1.000"
"10479","X:74149259|74150856",NA,NA,"2.000"
"10480","X:74397646|74423182","1.000",NA,NA
"10481","X:74834567|74837328",NA,NA,"1.000"
"10482","X:76627860|76628465",NA,NA,"1.000"
"10483","X:7722542|7738438",NA,NA,"2.000"
"10484","X:78529559|78529740","1.000",NA,NA
