"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100288339|100300837","2.000",NA,NA
"29389","scaffold0036:10404660|10416822","41.000","8.000","8.000"
"29390","scaffold0036:10404660|10441731","1.000",NA,NA
"29391","scaffold0036:10414504|10416822","1.000","7.000",NA
"29392","scaffold0036:10414504|10441731",NA,NA,"2.000"
"29393","scaffold0036:10416694|10441731","4.000",NA,NA
"29394","scaffold0036:10441588|10482921","2.000",NA,NA
"29395","scaffold0036:10466049|10474182","2.000",NA,NA
"29396","scaffold0036:10466229|10474182","7.000",NA,"3.000"
"29397","scaffold0036:10466229|10492727","3.000",NA,"4.000"
"29398","scaffold0036:10474029|10492727",NA,NA,"2.000"
"29399","scaffold0036:10482782|10492727",NA,NA,"2.000"
"29400","scaffold0036:10488144|10492727","8.000","53.000","21.000"
"29401","scaffold0036:10488144|10503168",NA,NA,"7.000"
"29402","scaffold0036:10492586|10503168",NA,"1.000","2.000"
"29403","scaffold0036:10497492|10503168","7.000",NA,"6.000"
"29404","scaffold0036:10524459|10534628",NA,NA,"4.000"
"29405","scaffold0036:10530493|10534628","74.000","38.000","91.000"
"29406","scaffold0036:10530493|10547665","127.000","26.000","104.000"
"29407","scaffold0036:10530493|10549173","3.000",NA,NA
"29408","scaffold0036:10530493|10560096","4.000",NA,NA
"29409","scaffold0036:10534538|10547665","9.000",NA,NA
"29410","scaffold0036:10541923|10547665","15.000",NA,"5.000"
"29411","scaffold0036:10546540|10547665","5.000",NA,"2.000"
"29412","scaffold0036:10559932|10573982","9.000","1.000","5.000"
"29413","scaffold0036:10559932|10592153",NA,NA,"1.000"
"29414","scaffold0036:10866844|10919198",NA,NA,"2.000"
"29415","scaffold0036:10971606|10976726","1.000",NA,NA
"29416","scaffold0036:11015723|11019765","11.000","13.000","8.000"
"29417","scaffold0036:1112637|1113521",NA,NA,"1.000"
"29418","scaffold0036:11148367|11164273",NA,NA,"3.000"
"29419","scaffold0036:11179615|11188208",NA,"7.000",NA
"29420","scaffold0036:11222670|11225112","19.000",NA,"4.000"
"29421","scaffold0036:11222670|11231596",NA,"5.000","2.000"
"29422","scaffold0036:11229271|11234933","7.000",NA,NA
"29423","scaffold0036:11502834|11503969",NA,"9.000",NA
"29424","scaffold0036:1174591|1178492","96.000","30.000","24.000"
"29425","scaffold0036:1174591|1217705","9.000",NA,NA
"29426","scaffold0036:11797813|11884254",NA,"13.000",NA
"29427","scaffold0036:11914383|11933160","5.000",NA,NA
"29428","scaffold0036:1209475|1217705","6.000","11.000","3.000"
"29429","scaffold0036:12282702|12289248",NA,NA,"5.000"
"29430","scaffold0036:12289112|12289248","2.000",NA,NA
"29431","scaffold0036:12389084|12403175","5.000",NA,NA
"29432","scaffold0036:12392919|12403175","23.000","19.000",NA
"29433","scaffold0036:12398118|12403175","2.000",NA,NA
"29434","scaffold0036:12401942|12403175","250.000","212.000","84.000"
"29435","scaffold0036:12429452|12430177","3.000","1.000",NA
"29436","scaffold0036:12429452|12439896",NA,"1.000",NA
"29437","scaffold0036:12464883|12468868","5.000","22.000","8.000"
"29438","scaffold0036:12464883|12474750",NA,NA,"1.000"
"29439","scaffold0036:12468625|12468868",NA,"7.000",NA
"29440","scaffold0036:12468625|12474750",NA,NA,"1.000"
"29441","scaffold0036:12726965|12768524","1.000",NA,NA
"29442","scaffold0036:12768427|12781338","109.000","88.000","65.000"
"29443","scaffold0036:12768427|12802928","1.000",NA,NA
"29444","scaffold0036:12768427|12815417","2.000",NA,NA
"29445","scaffold0036:12768427|12816467",NA,"21.000","4.000"
"29446","scaffold0036:12768427|12820844",NA,NA,"1.000"
"29447","scaffold0036:12802238|12802928","9.000","12.000","5.000"
"29448","scaffold0036:12802238|12816467",NA,"1.000","4.000"
"29449","scaffold0036:12802238|12827885",NA,NA,"1.000"
"29450","scaffold0036:12825700|12833764","2.000",NA,NA
"29451","scaffold0036:12871308|12884459",NA,NA,"7.000"
"29452","scaffold0036:12879160|12884459",NA,"9.000",NA
"29453","scaffold0036:12980398|12996314","1.000",NA,NA
"29454","scaffold0036:12983817|12992794",NA,NA,"2.000"
"29455","scaffold0036:13133020|13136918","2.000",NA,NA
"29456","scaffold0036:13134783|13146058","7.000","7.000",NA
"29457","scaffold0036:13144401|13146058","8.000","5.000","3.000"
"29458","scaffold0036:13156282|13157891","4.000",NA,NA
"29459","scaffold0036:13167033|13187568",NA,NA,"2.000"
"29460","scaffold0036:13181212|13187568","126.000","68.000","46.000"
"29461","scaffold0036:13208848|13209979","12.000",NA,"5.000"
"29462","scaffold0036:13398044|13408673",NA,"1.000",NA
"29463","scaffold0036:13399865|13400166","7.000",NA,NA
"29464","scaffold0036:13408326|13408673",NA,NA,"4.000"
"29465","scaffold0036:13419048|13423395","2.000",NA,NA
"29466","scaffold0036:13423218|13425598","4.000","4.000","7.000"
"29467","scaffold0036:13476626|13484346","20.000",NA,"16.000"
"29468","scaffold0036:13480956|13484346","10.000","8.000",NA
"29469","scaffold0036:13544872|13546563","4.000",NA,NA
"29470","scaffold0036:13592591|13594390","10.000","17.000",NA
"29471","scaffold0036:13680035|13745328","14.000",NA,"14.000"
"29472","scaffold0036:13680039|13745328",NA,NA,"2.000"
"29473","scaffold0036:13687374|13693063","5.000",NA,NA
"29474","scaffold0036:13687374|13708119","19.000","13.000",NA
"29475","scaffold0036:13687374|13719185","9.000",NA,NA
"29476","scaffold0036:13687374|13722712","5.000","11.000","1.000"
"29477","scaffold0036:13687374|13745328","7.000",NA,NA
"29478","scaffold0036:13707971|13722712","4.000",NA,NA
"29479","scaffold0036:13707971|13732733",NA,"6.000",NA
"29480","scaffold0036:13707971|13798066","7.000",NA,NA
"29481","scaffold0036:13719070|13722712","13.000","7.000","6.000"
"29482","scaffold0036:13719070|13732733","7.000",NA,NA
"29483","scaffold0036:13719070|13737572",NA,NA,"3.000"
"29484","scaffold0036:13719070|13745328","61.000","18.000","27.000"
"29485","scaffold0036:13719070|13755211","4.000",NA,NA
"29486","scaffold0036:13722476|13737572",NA,NA,"3.000"
"29487","scaffold0036:13722476|13745328","38.000","21.000","47.000"
"29488","scaffold0036:13732678|13745328","13.000","38.000","15.000"
"29489","scaffold0036:13737469|13745328","17.000","10.000","18.000"
"29490","scaffold0036:13745139|13745328",NA,"6.000","5.000"
"29491","scaffold0036:13925833|13930476",NA,NA,"3.000"
"29492","scaffold0036:13930172|13930476",NA,"3.000","6.000"
"29493","scaffold0036:1414029|1425101","7.000",NA,NA
"29494","scaffold0036:1423079|1425101","3.000",NA,NA
"29495","scaffold0036:1423079|1425117","2.000",NA,NA
"29496","scaffold0036:1423079|1425571",NA,"15.000",NA
"29497","scaffold0036:1423079|1429741","1.000",NA,NA
"29498","scaffold0036:142522|142677",NA,"1.000",NA
"29499","scaffold0036:14281153|14283013",NA,"10.000",NA
"29500","scaffold0036:14529415|14530410","26.000","10.000","2.000"
"29501","scaffold0036:14529415|14542130",NA,NA,"2.000"
"29502","scaffold0036:14529415|14550096",NA,NA,"4.000"
"29503","scaffold0036:145517|149605","3.000","3.000",NA
"29504","scaffold0036:1456208|1463748",NA,NA,"3.000"
"29505","scaffold0036:14568233|14617742","2.000",NA,NA
"29506","scaffold0036:1457293|1458643","3.000",NA,NA
"29507","scaffold0036:1458508|1459704","1.000",NA,NA
"29508","scaffold0036:1461777|1463414","1.000",NA,NA
"29509","scaffold0036:1461777|1463748","5.000",NA,"5.000"
"29510","scaffold0036:1461777|1466611",NA,"9.000",NA
"29511","scaffold0036:14648227|14652158","5.000",NA,NA
"29512","scaffold0036:1465446|1466480",NA,NA,"3.000"
"29513","scaffold0036:1465446|1466611","11.000",NA,NA
"29514","scaffold0036:1465446|1467833",NA,"6.000",NA
"29515","scaffold0036:14669062|14681445",NA,"5.000",NA
"29516","scaffold0036:1467583|1480176",NA,"4.000",NA
"29517","scaffold0036:14719417|14721941",NA,"1.000",NA
"29518","scaffold0036:1478482|1479314",NA,"8.000",NA
"29519","scaffold0036:1479095|1481226","2.000",NA,NA
"29520","scaffold0036:14803015|14810579","1.000","5.000","1.000"
"29521","scaffold0036:14803015|14818576","19.000","16.000","3.000"
"29522","scaffold0036:1481154|1485039",NA,NA,"3.000"
"29523","scaffold0036:1482121|1484928","2.000",NA,NA
"29524","scaffold0036:14825217|14828359","6.000",NA,NA
"29525","scaffold0036:1497427|1497805",NA,"3.000",NA
"29526","scaffold0036:1513461|1513977","1.000","1.000","7.000"
"29527","scaffold0036:1518026|1518914",NA,NA,"1.000"
"29528","scaffold0036:1544344|1545480","2.000",NA,NA
"29529","scaffold0036:155391|160307",NA,NA,"2.000"
"29530","scaffold0036:1581184|1585187",NA,"5.000","2.000"
"29531","scaffold0036:1581184|1597659","16.000",NA,"5.000"
"29532","scaffold0036:1581184|1602884","14.000","10.000","7.000"
"29533","scaffold0036:1585092|1597659","4.000",NA,NA
"29534","scaffold0036:1587213|1595716",NA,"1.000",NA
"29535","scaffold0036:1587213|1597659","3.000",NA,"1.000"
"29536","scaffold0036:1587213|1602884",NA,"6.000",NA
"29537","scaffold0036:1594818|1597659","39.000","54.000","9.000"
"29538","scaffold0036:1594818|1602884","42.000","10.000","3.000"
"29539","scaffold0036:1597518|1602884","8.000",NA,NA
"29540","scaffold0036:162419|162987","6.000",NA,"3.000"
"29541","scaffold0036:1716752|1717146",NA,NA,"8.000"
"29542","scaffold0036:1736208|1746648",NA,"2.000","2.000"
"29543","scaffold0036:1736208|1754401","6.000","1.000","8.000"
"29544","scaffold0036:1736208|1774220",NA,NA,"2.000"
"29545","scaffold0036:1745285|1746648","1.000",NA,"9.000"
"29546","scaffold0036:1745285|1750040","3.000",NA,NA
"29547","scaffold0036:1745285|1754401","16.000","87.000","32.000"
"29548","scaffold0036:1749970|1754401","2.000","4.000","1.000"
"29549","scaffold0036:1749970|1765042",NA,NA,"3.000"
"29550","scaffold0036:1749970|1774220",NA,"4.000",NA
"29551","scaffold0036:1753605|1774220",NA,"6.000","1.000"
"29552","scaffold0036:1759829|1765042",NA,"3.000","2.000"
"29553","scaffold0036:1759829|1774220",NA,"8.000","1.000"
"29554","scaffold0036:1760561|1765042","93.000","126.000","70.000"
"29555","scaffold0036:1760561|1772858",NA,NA,"6.000"
"29556","scaffold0036:1760561|1774220","137.000","205.000","207.000"
"29557","scaffold0036:1760561|1780294","53.000","35.000","77.000"
"29558","scaffold0036:1760561|1788527","23.000",NA,"23.000"
"29559","scaffold0036:1764940|1780294","8.000",NA,"8.000"
"29560","scaffold0036:1772732|1774220","5.000","12.000","10.000"
"29561","scaffold0036:1772732|1780294",NA,"5.000","7.000"
"29562","scaffold0036:1772732|1788527",NA,NA,"5.000"
"29563","scaffold0036:1774118|1780294","3.000",NA,NA
"29564","scaffold0036:1774118|1786785","4.000",NA,NA
"29565","scaffold0036:1780203|1788527","32.000","60.000","50.000"
"29566","scaffold0036:1785979|1788527","5.000","14.000","1.000"
"29567","scaffold0036:1795488|1796022",NA,"5.000",NA
"29568","scaffold0036:1795488|1798144","1.000",NA,NA
"29569","scaffold0036:1848808|1850376",NA,NA,"1.000"
"29570","scaffold0036:1869461|1869829","3.000",NA,NA
"29571","scaffold0036:193579|196040","16.000","28.000","2.000"
"29572","scaffold0036:194822|196040",NA,NA,"13.000"
"29573","scaffold0036:198268|201564","2.000",NA,NA
"29574","scaffold0036:199557|202132","1.000","8.000","3.000"
"29575","scaffold0036:203521|204758","197.000","74.000","97.000"
"29576","scaffold0036:208405|215655","1.000",NA,NA
"29577","scaffold0036:209329|210405",NA,"5.000",NA
"29578","scaffold0036:2147898|2148917",NA,"5.000",NA
"29579","scaffold0036:2564738|2568231","2.000",NA,NA
"29580","scaffold0036:26051|26234",NA,"3.000",NA
"29581","scaffold0036:2607967|2612362",NA,"6.000",NA
"29582","scaffold0036:2607967|2631279",NA,"3.000",NA
"29583","scaffold0036:2628154|2631279","14.000","3.000",NA
"29584","scaffold0036:2628154|2634493",NA,NA,"5.000"
"29585","scaffold0036:2634276|2636908","3.000",NA,NA
"29586","scaffold0036:2636855|2637051",NA,"5.000",NA
"29587","scaffold0036:2682459|2685517","2.000",NA,NA
"29588","scaffold0036:2816864|2818347",NA,NA,"1.000"
"29589","scaffold0036:2864621|2870991",NA,"3.000",NA
"29590","scaffold0036:2887182|2887501",NA,NA,"4.000"
"29591","scaffold0036:291584|295268","10.000","11.000","1.000"
"29592","scaffold0036:291584|298037",NA,"8.000","8.000"
"29593","scaffold0036:3118510|3166060",NA,"1.000",NA
"29594","scaffold0036:313630|325478",NA,NA,"2.000"
"29595","scaffold0036:313630|339824",NA,NA,"17.000"
"29596","scaffold0036:314772|314944","4.000",NA,NA
"29597","scaffold0036:3165774|3166060",NA,"3.000",NA
"29598","scaffold0036:316812|316967","1.000",NA,NA
"29599","scaffold0036:3211384|3236575","6.000",NA,NA
"29600","scaffold0036:3220545|3258771",NA,"5.000",NA
"29601","scaffold0036:325301|339824","9.000","1.000","13.000"
"29602","scaffold0036:336261|339024",NA,"5.000",NA
"29603","scaffold0036:3820087|3822697","1.000",NA,NA
"29604","scaffold0036:3820087|3824423",NA,NA,"2.000"
"29605","scaffold0036:3822638|3831114",NA,"3.000",NA
"29606","scaffold0036:3823712|3828392","3.000","5.000",NA
"29607","scaffold0036:3833696|3836221","5.000",NA,NA
"29608","scaffold0036:3985057|4017769",NA,NA,"3.000"
"29609","scaffold0036:4157761|4162146",NA,NA,"5.000"
"29610","scaffold0036:4194026|4194296",NA,"5.000",NA
"29611","scaffold0036:420144|421368",NA,"7.000","1.000"
"29612","scaffold0036:4228293|4232157","14.000","15.000","8.000"
"29613","scaffold0036:4228293|4305075","3.000",NA,NA
"29614","scaffold0036:4286633|4305075","1.000",NA,"6.000"
"29615","scaffold0036:4304659|4305075","29.000","28.000","10.000"
"29616","scaffold0036:4463606|4464887","4.000",NA,NA
"29617","scaffold0036:4475613|4477682",NA,"12.000",NA
"29618","scaffold0036:4475613|4480514","2.000",NA,NA
"29619","scaffold0036:4477013|4477682","13.000","5.000",NA
"29620","scaffold0036:4477013|4519027","8.000",NA,NA
"29621","scaffold0036:4477013|4556459","3.000",NA,NA
"29622","scaffold0036:4477624|4556459",NA,NA,"4.000"
"29623","scaffold0036:466368|467572","1.000",NA,NA
"29624","scaffold0036:471604|476378","6.000",NA,NA
"29625","scaffold0036:472324|472549",NA,"4.000",NA
"29626","scaffold0036:472324|476378",NA,NA,"2.000"
"29627","scaffold0036:4763930|4767283","20.000","9.000","15.000"
"29628","scaffold0036:4763930|4775268","3.000",NA,NA
"29629","scaffold0036:4818347|4822519","2.000",NA,NA
"29630","scaffold0036:486720|487718","2.000",NA,NA
"29631","scaffold0036:486720|489304","7.000",NA,"2.000"
"29632","scaffold0036:4976871|4980691",NA,"7.000",NA
"29633","scaffold0036:5187909|5188735",NA,"7.000",NA
"29634","scaffold0036:530309|534394",NA,NA,"1.000"
"29635","scaffold0036:533220|536888","7.000",NA,NA
"29636","scaffold0036:549359|549499",NA,NA,"5.000"
"29637","scaffold0036:566300|567995","1.000",NA,NA
"29638","scaffold0036:5689182|5689456",NA,"4.000",NA
"29639","scaffold0036:5693074|5702644","8.000",NA,NA
"29640","scaffold0036:5702072|5704730",NA,NA,"2.000"
"29641","scaffold0036:5703553|5703787","5.000",NA,NA
"29642","scaffold0036:5706173|5711299","1.000",NA,NA
"29643","scaffold0036:5718801|5724465","7.000",NA,NA
"29644","scaffold0036:5749369|5753184",NA,"11.000",NA
"29645","scaffold0036:5753081|5756615","2.000",NA,NA
"29646","scaffold0036:5759738|5761298",NA,NA,"2.000"
"29647","scaffold0036:5759767|5761384",NA,NA,"1.000"
"29648","scaffold0036:5771556|5783621",NA,"3.000",NA
"29649","scaffold0036:5781201|5787005","18.000","7.000","2.000"
"29650","scaffold0036:5784661|5787005","15.000","4.000",NA
"29651","scaffold0036:5786711|5787005","5.000","2.000",NA
"29652","scaffold0036:5909703|5913603","16.000",NA,NA
"29653","scaffold0036:5909703|5921122","5.000","9.000",NA
"29654","scaffold0036:5912409|5923471","4.000",NA,NA
"29655","scaffold0036:591699|595423","102.000","51.000","13.000"
"29656","scaffold0036:591699|620026","5.000","18.000",NA
"29657","scaffold0036:5921065|5923471","27.000",NA,NA
"29658","scaffold0036:5977781|5978003","3.000",NA,NA
"29659","scaffold0036:5977781|5979267","22.000",NA,NA
"29660","scaffold0036:5986243|5990733","4.000",NA,"1.000"
"29661","scaffold0036:5994280|5995295","14.000","14.000","1.000"
"29662","scaffold0036:619243|620026",NA,"8.000",NA
"29663","scaffold0036:629201|634199",NA,"7.000","8.000"
"29664","scaffold0036:633445|634199",NA,"8.000",NA
"29665","scaffold0036:6336342|6336693","6.000",NA,"10.000"
"29666","scaffold0036:6336342|6337514",NA,"8.000",NA
"29667","scaffold0036:6578408|6583859","73.000","99.000","50.000"
"29668","scaffold0036:6640626|6641551",NA,NA,"1.000"
"29669","scaffold0036:6640626|6641693",NA,"1.000",NA
"29670","scaffold0036:6648254|6648596","5.000",NA,NA
"29671","scaffold0036:6657408|6664587","5.000","8.000","1.000"
"29672","scaffold0036:6674867|6675155","4.000",NA,NA
"29673","scaffold0036:6684375|6687878","2.000",NA,NA
"29674","scaffold0036:6685286|6686944","4.000",NA,NA
"29675","scaffold0036:6749112|6751204","4.000",NA,"3.000"
"29676","scaffold0036:6749112|6785362",NA,"14.000","1.000"
"29677","scaffold0036:675330|683505","4.000",NA,NA
"29678","scaffold0036:6784836|6785362","9.000",NA,NA
"29679","scaffold0036:6805965|6807467",NA,"3.000",NA
"29680","scaffold0036:682369|683505","9.000",NA,NA
"29681","scaffold0036:682369|685947","5.000",NA,NA
"29682","scaffold0036:6863753|6865440","8.000","9.000","3.000"
"29683","scaffold0036:7073529|7079030","1.000","16.000","8.000"
"29684","scaffold0036:7078860|7079030",NA,NA,"1.000"
"29685","scaffold0036:7085938|7089656",NA,"3.000",NA
"29686","scaffold0036:7097286|7097486","1.000",NA,"2.000"
"29687","scaffold0036:7106112|7119113","4.000",NA,NA
"29688","scaffold0036:7106688|7107598","6.000","13.000",NA
"29689","scaffold0036:7107416|7119113",NA,"4.000",NA
"29690","scaffold0036:7109270|7119113",NA,NA,"1.000"
"29691","scaffold0036:7111032|7119113","4.000","1.000",NA
"29692","scaffold0036:7211244|7220588","5.000",NA,NA
"29693","scaffold0036:7211244|7255499",NA,NA,"2.000"
"29694","scaffold0036:7220053|7233056","1.000",NA,NA
"29695","scaffold0036:7245778|7250996",NA,NA,"2.000"
"29696","scaffold0036:7273943|7274427","3.000",NA,NA
"29697","scaffold0036:7279414|7279669","1.000",NA,NA
"29698","scaffold0036:7287523|7289048","2.000",NA,NA
"29699","scaffold0036:7455919|7458010","1.000","10.000","1.000"
"29700","scaffold0036:7520785|7522739","3.000","9.000",NA
"29701","scaffold0036:7609013|7613151","30.000",NA,"1.000"
"29702","scaffold0036:7609054|7613151","4.000","4.000",NA
"29703","scaffold0036:7609127|7613151","3.000",NA,"15.000"
"29704","scaffold0036:7622045|7637413","1.000",NA,NA
"29705","scaffold0036:7625075|7626290","5.000",NA,NA
"29706","scaffold0036:7628644|7631304",NA,"3.000",NA
"29707","scaffold0036:7631107|7637413",NA,NA,"2.000"
"29708","scaffold0036:7632322|7637413","3.000","10.000","2.000"
"29709","scaffold0036:7636067|7637413","9.000","13.000","17.000"
"29710","scaffold0036:7673973|7687570","4.000",NA,NA
"29711","scaffold0036:7673973|7705327","6.000",NA,NA
"29712","scaffold0036:7687485|7705327","12.000","4.000","4.000"
"29713","scaffold0036:7702944|7705327","92.000","42.000","14.000"
"29714","scaffold0036:7702944|7736057",NA,NA,"1.000"
"29715","scaffold0036:7831609|7832894","14.000",NA,"13.000"
"29716","scaffold0036:7833675|7837005","11.000",NA,NA
"29717","scaffold0036:7839591|7841506","3.000",NA,"22.000"
"29718","scaffold0036:7839591|7842603",NA,"1.000",NA
"29719","scaffold0036:7839591|7843856","8.000","6.000","9.000"
"29720","scaffold0036:7845035|7848709","4.000",NA,NA
"29721","scaffold0036:7851793|7851936","5.000","2.000",NA
"29722","scaffold0036:7881560|7899028","25.000",NA,NA
"29723","scaffold0036:79651|85718","3.000",NA,NA
"29724","scaffold0036:8030751|8043300",NA,NA,"6.000"
"29725","scaffold0036:8039882|8043300",NA,"1.000",NA
