"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100323660|100333636",2,NA,8
"18537","scaffold0046:6525521|6548313",1,NA,NA
"18538","scaffold0046:6565386|6566279",3,NA,NA
"18539","scaffold0046:6577985|6583158",1,6,12
"18540","scaffold0046:6577985|6592832",5,NA,NA
"18541","scaffold0046:6592692|6601789",66,12,19
"18542","scaffold0046:6592692|6604484",NA,NA,2
"18543","scaffold0046:6601674|6604484",23,NA,NA
"18544","scaffold0046:66233|68896",2,NA,NA
"18545","scaffold0046:6644410|6659163",3,5,NA
"18546","scaffold0046:6644410|6672426",35,10,8
"18547","scaffold0046:6654686|6659163",12,1,4
"18548","scaffold0046:6654686|6672426",25,NA,NA
"18549","scaffold0046:6672341|6689023",3,NA,NA
"18550","scaffold0046:6679053|6689023",NA,NA,2
"18551","scaffold0046:6847426|6847931",NA,4,NA
"18552","scaffold0046:6960516|6960875",NA,2,NA
"18553","scaffold0046:6960875|6961482",3,NA,NA
"18554","scaffold0046:6961294|6961482",NA,NA,1
"18555","scaffold0046:7005907|7007446",1,NA,NA
"18556","scaffold0046:7016945|7017274",296,156,122
"18557","scaffold0046:7022496|7022807",NA,NA,3
"18558","scaffold0046:7142818|7157243",1,NA,NA
"18559","scaffold0046:7146959|7147375",18,9,5
"18560","scaffold0046:7189774|7191435",NA,17,NA
"18561","scaffold0046:7303826|7309099",1,NA,NA
"18562","scaffold0046:7306393|7306904",6,NA,NA
"18563","scaffold0046:7306724|7306904",1,NA,NA
"18564","scaffold0046:7306724|7308110",NA,8,NA
"18565","scaffold0046:7313316|7313710",2,13,NA
"18566","scaffold0046:7337184|7339939",NA,7,NA
"18567","scaffold0046:7339819|7340874",27,16,8
"18568","scaffold0046:7339819|7343389",3,NA,NA
"18569","scaffold0046:7342781|7343389",3,8,7
"18570","scaffold0046:7348703|7349055",NA,4,NA
"18571","scaffold0046:7349535|7349721",5,NA,NA
"18572","scaffold0046:7350946|7351154",3,NA,NA
"18573","scaffold0046:7355260|7355680",6,NA,NA
"18574","scaffold0046:7355260|7359684",7,NA,6
"18575","scaffold0046:7357218|7357693",3,NA,NA
"18576","scaffold0046:7357218|7358061",85,22,31
"18577","scaffold0046:7360411|7361976",NA,5,5
"18578","scaffold0046:7360411|7364930",5,2,2
"18579","scaffold0046:7361753|7361976",12,NA,NA
"18580","scaffold0046:7364358|7364930",51,36,18
"18581","scaffold0046:7411547|7414879",NA,1,NA
"18582","scaffold0046:7412581|7414879",NA,NA,9
"18583","scaffold0046:7413413|7413813",NA,4,NA
"18584","scaffold0046:7413831|7414023",2,NA,NA
"18585","scaffold0046:7418627|7418807",NA,NA,5
"18586","scaffold0046:7424028|7424381",25,2,NA
"18587","scaffold0046:7424662|7424852",5,NA,NA
"18588","scaffold0046:7424924|7425817",7,NA,NA
"18589","scaffold0046:7528918|7533415",2,7,2
"18590","scaffold0046:7531126|7533415",NA,1,1
"18591","scaffold0046:7533273|7533917",NA,NA,2
"18592","scaffold0046:7533273|7535890",NA,NA,2
"18593","scaffold0046:7533273|7537791",NA,NA,2
"18594","scaffold0046:7535803|7540689",5,NA,NA
"18595","scaffold0046:7537630|7539284",5,NA,NA
"18596","scaffold0046:7539153|7540210",3,NA,NA
"18597","scaffold0046:7539153|7552164",NA,NA,1
"18598","scaffold0046:7544261|7547665",6,2,14
"18599","scaffold0046:7544261|7552164",5,4,1
"18600","scaffold0046:7547213|7547665",NA,NA,4
"18601","scaffold0046:7670372|7671164",NA,NA,2
"18602","scaffold0046:7671046|7672679",3,NA,NA
"18603","scaffold0046:7683944|7684649",NA,NA,5
"18604","scaffold0046:7801954|7810239",NA,NA,6
"18605","scaffold0046:7818935|7819285",1,NA,NA
"18606","scaffold0046:7889547|7889743",NA,6,NA
"18607","scaffold0046:7889547|7890630",15,12,3
"18608","scaffold0046:7889547|7898912",7,18,7
"18609","scaffold0046:7939874|7941862",NA,NA,5
"18610","scaffold0046:7949248|7951866",2,NA,NA
"18611","scaffold0046:7956470|7958321",4,NA,NA
"18612","scaffold0046:7960748|7960931",3,NA,NA
"18613","scaffold0046:7970343|7970636",3,NA,NA
"18614","scaffold0046:8024021|8024415",7,8,1
"18615","scaffold0046:8044480|8045483",NA,1,NA
"18616","scaffold0046:8090825|8091289",NA,NA,3
"18617","scaffold0046:8091475|8091838",3,NA,6
"18618","scaffold0046:8113472|8114295",NA,NA,6
"18619","scaffold0046:8113472|8118506",31,33,60
"18620","scaffold0047:136190|142889",NA,NA,2
"18621","scaffold0047:225750|235755",NA,6,NA
"18622","scaffold0047:228042|235755",NA,6,NA
"18623","scaffold0047:234555|243418",9,NA,2
"18624","scaffold0047:243338|249301",9,NA,NA
"18625","scaffold0047:3116514|3125601",NA,NA,3
"18626","scaffold0047:3145494|3160200",5,NA,NA
"18627","scaffold0047:3157145|3162566",2,10,NA
"18628","scaffold0047:3157145|3172463",NA,10,4
"18629","scaffold0047:414080|420481",8,NA,NA
"18630","scaffold0047:415651|416864",58,25,18
"18631","scaffold0047:418456|420481",215,107,53
"18632","scaffold0047:420275|420481",4,NA,NA
"18633","scaffold0047:420275|422336",4,NA,NA
"18634","scaffold0047:421059|430887",6,NA,NA
"18635","scaffold0047:425594|430887",18,14,2
"18636","scaffold0047:637646|641926",NA,NA,2
"18637","scaffold0047:639705|641926",NA,NA,3
"18638","scaffold0047:6977543|6986540",NA,NA,5
"18639","scaffold0047:6981331|6986540",NA,13,7
"18640","scaffold0047:7422691|7423552",3,NA,NA
"18641","scaffold0047:836397|840037",6,NA,NA
"18642","scaffold0047:844284|855991",4,NA,NA
"18643","scaffold0047:846806|847766",148,69,61
"18644","scaffold0047:889846|903202",NA,NA,2
"18645","scaffold0047:897369|903202",NA,NA,1
"18646","scaffold0047:977928|979707",NA,NA,2
"18647","scaffold0047:979274|979707",3,NA,NA
"18648","scaffold0048:115757|126925",NA,NA,1
"18649","scaffold0048:119679|126925",13,1,5
"18650","scaffold0048:3417041|3419596",40,NA,NA
"18651","scaffold0048:3569826|3575550",55,38,69
"18652","scaffold0048:3574148|3575550",37,22,64
"18653","scaffold0048:3586380|3586541",NA,NA,1
"18654","scaffold0048:3657887|3664016",2,NA,NA
"18655","scaffold0048:3657887|3668239",1,NA,NA
"18656","scaffold0048:3682057|3698044",NA,4,NA
"18657","scaffold0048:3825535|3833291",NA,5,NA
"18658","scaffold0048:3907798|3910074",NA,4,NA
"18659","scaffold0048:3919205|3920748",1,NA,NA
"18660","scaffold0048:3919205|3924773",1,NA,NA
"18661","scaffold0048:4333465|4376936",2,NA,NA
"18662","scaffold0048:4497095|4499190",14,NA,NA
"18663","scaffold0048:4521142|4528450",3,14,NA
"18664","scaffold0048:4708089|4737482",NA,NA,1
"18665","scaffold0048:4715970|4717448",NA,12,NA
"18666","scaffold0048:4728318|4732051",7,NA,15
"18667","scaffold0048:4728318|4737482",50,19,31
"18668","scaffold0048:4731904|4737482",4,NA,NA
"18669","scaffold0048:4736398|4746469",38,NA,19
"18670","scaffold0048:4955779|4964461",NA,2,NA
"18671","scaffold0048:496309|506943",NA,13,NA
"18672","scaffold0048:5079510|5079654",NA,NA,2
"18673","scaffold0048:5079510|5099853",NA,NA,4
"18674","scaffold0048:5099353|5099853",6,NA,2
"18675","scaffold0048:5099353|5115911",39,17,14
"18676","scaffold0048:5099353|5125233",3,NA,NA
"18677","scaffold0048:5166544|5167280",5,8,6
"18678","scaffold0048:5166544|5189824",54,19,20
"18679","scaffold0048:5166544|5213678",14,12,14
"18680","scaffold0048:5189703|5210371",139,75,52
"18681","scaffold0048:5209175|5213678",42,22,27
"18682","scaffold0048:5209175|5218525",NA,NA,3
"18683","scaffold0048:5211589|5213678",36,29,9
"18684","scaffold0048:5211589|5217056",NA,5,7
"18685","scaffold0048:5560956|5580654",6,NA,NA
"18686","scaffold0048:5577341|5580654",6,NA,NA
"18687","scaffold0048:5580442|5593097",NA,NA,2
"18688","scaffold0048:5619548|5625478",1,NA,NA
"18689","scaffold0048:56259|59292",3,NA,NA
"18690","scaffold0048:5717017|5747565",NA,3,NA
"18691","scaffold0048:5806242|5807028",1,NA,NA
"18692","scaffold0048:5817522|5818206",3,NA,NA
"18693","scaffold0048:5900051|5922839",NA,4,NA
"18694","scaffold0048:5907080|5912043",NA,9,NA
"18695","scaffold0048:5907080|5913337",NA,1,NA
"18696","scaffold0048:6288463|6289663",NA,NA,3
"18697","scaffold0048:6288463|6291442",7,NA,NA
"18698","scaffold0048:6288758|6291442",NA,2,NA
"18699","scaffold0048:6289542|6291442",1,NA,NA
"18700","scaffold0048:6324609|6324865",NA,7,NA
"18701","scaffold0048:6337281|6340736",3,NA,NA
"18702","scaffold0048:6483267|6484343",NA,NA,6
"18703","scaffold0048:6494218|6506901",5,NA,NA
"18704","scaffold0048:6505259|6506901",7,38,18
"18705","scaffold0048:6508550|6510462",15,NA,NA
"18706","scaffold0048:6513279|6514496",NA,7,NA
"18707","scaffold0048:6514586|6515660",1,1,NA
"18708","scaffold0048:6516435|6519690",1,19,NA
"18709","scaffold0048:6516557|6516793",8,NA,NA
"18710","scaffold0048:6519328|6521089",1,NA,NA
"18711","scaffold0048:6553976|6556509",NA,2,NA
"18712","scaffold0048:6569340|6573263",16,5,15
"18713","scaffold0048:6569340|6574962",NA,NA,3
"18714","scaffold0048:6569340|6580108",1,NA,NA
"18715","scaffold0048:6569340|6593971",1,NA,2
"18716","scaffold0048:6574858|6581681",46,11,19
"18717","scaffold0048:6574858|6584865",58,17,37
"18718","scaffold0048:6604685|6606061",4,NA,NA
"18719","scaffold0048:6626848|6638786",NA,NA,2
"18720","scaffold0048:6626848|6641426",NA,NA,2
"18721","scaffold0048:6632694|6644236",NA,2,NA
"18722","scaffold0048:6637265|6638098",NA,3,3
"18723","scaffold0048:6638008|6638786",NA,11,NA
"18724","scaffold0048:6643984|6665993",1,NA,NA
"18725","scaffold0048:6648193|6665993",NA,8,NA
"18726","scaffold0048:6651553|6652035",2,NA,NA
"18727","scaffold0048:6651553|6658306",2,NA,3
"18728","scaffold0048:6651553|6665993",26,NA,21
"18729","scaffold0048:6658154|6665993",41,9,57
"18730","scaffold0048:6662066|6665993",35,25,47
"18731","scaffold0048:6720570|6722167",2,NA,NA
"18732","scaffold0048:6768800|6771652",NA,NA,2
"18733","scaffold0048:6788636|6839112",1,NA,NA
"18734","scaffold0048:6813342|6823819",4,NA,3
"18735","scaffold0048:6813342|6828464",1,NA,NA
"18736","scaffold0048:6813342|6834936",NA,NA,4
"18737","scaffold0048:6813342|6839112",NA,NA,3
"18738","scaffold0048:6816893|6820302",1,NA,2
"18739","scaffold0048:6817161|6818667",1,NA,NA
"18740","scaffold0048:6818424|6818667",NA,11,2
"18741","scaffold0048:6818424|6834936",6,1,1
"18742","scaffold0048:6823671|6834936",24,5,7
"18743","scaffold0048:6828339|6834936",25,27,18
"18744","scaffold0048:6828339|6839112",4,NA,NA
"18745","scaffold0048:6838484|6839112",12,NA,6
"18746","scaffold0048:6910825|6910949",1,NA,NA
"18747","scaffold0048:6918566|6920971",24,33,41
"18748","scaffold0048:6982493|6988540",1,NA,NA
"18749","scaffold0048:6986143|6986869",NA,4,3
"18750","scaffold0048:7020807|7021176",NA,NA,3
"18751","scaffold0048:7031786|7032226",15,NA,3
"18752","scaffold0048:7031786|7034050",NA,10,NA
"18753","scaffold0048:7145388|7147704",9,19,8
"18754","scaffold0048:7158422|7158890",NA,NA,5
"18755","scaffold0048:7158533|7158748",4,NA,NA
"18756","scaffold0048:7161300|7165462",NA,7,NA
"18757","scaffold0048:7164362|7165462",NA,13,NA
"18758","scaffold0048:7164877|7165282",1,NA,2
"18759","scaffold0048:7166291|7183012",3,NA,5
"18760","scaffold0048:7167480|7168226",7,NA,16
"18761","scaffold0048:7177150|7180809",NA,12,NA
"18762","scaffold0048:7177150|7183012",NA,1,6
"18763","scaffold0048:7177150|7198708",20,7,26
"18764","scaffold0048:7180690|7183012",1,NA,NA
"18765","scaffold0048:7180690|7198708",NA,NA,2
"18766","scaffold0048:7186970|7188271",14,3,5
"18767","scaffold0048:7186970|7198708",22,23,6
"18768","scaffold0048:7196349|7198708",329,130,171
"18769","scaffold0048:7233007|7245736",NA,NA,1
"18770","scaffold0048:7240181|7240632",51,122,148
"18771","scaffold0048:7240181|7245736",NA,4,NA
"18772","scaffold0048:7244199|7245736",2,NA,NA
"18773","scaffold0048:7244199|7252652",NA,2,NA
"18774","scaffold0048:7526118|7527817",2,5,NA
"18775","scaffold0048:7541745|7542915",2,NA,NA
"18776","scaffold0048:7553686|7557444",NA,NA,1
"18777","scaffold0048:7556567|7557444",3,NA,NA
"18778","scaffold0048:7595170|7600380",NA,5,NA
"18779","scaffold0048:7598139|7598779",1,NA,1
"18780","scaffold0048:7714268|7714421",1,NA,NA
"18781","scaffold0048:7742426|7743796",NA,3,NA
"18782","scaffold0048:7765523|7770099",NA,12,6
"18783","scaffold0048:7765523|7779735",10,7,NA
"18784","scaffold0048:7773178|7779735",6,NA,12
"18785","scaffold0048:7775735|7776271",1,NA,NA
"18786","scaffold0048:7797645|7797839",4,NA,NA
"18787","scaffold0048:7797645|7800479",NA,11,NA
"18788","scaffold0048:96626|99666",3,NA,NA
"18789","scaffold0048:98120|99666",2,NA,NA
"18790","scaffold0049:1252772|1257261",57,34,64
"18791","scaffold0049:1254568|1257261",27,15,9
"18792","scaffold0049:1256851|1257261",4,5,NA
"18793","scaffold0049:1313575|1313839",NA,2,7
"18794","scaffold0049:2085005|2085705",NA,3,5
"18795","scaffold0049:2085005|2091249",NA,NA,3
"18796","scaffold0049:2089238|2091249",6,NA,NA
"18797","scaffold0049:222889|223150",2,14,NA
"18798","scaffold0049:2236996|2244263",2,NA,NA
"18799","scaffold0049:2326422|2327084",NA,NA,2
"18800","scaffold0049:2329385|2331534",5,NA,NA
"18801","scaffold0049:2330328|2330472",1,NA,NA
"18802","scaffold0049:2483176|2485075",2,NA,NA
"18803","scaffold0049:2613361|2614067",3,NA,NA
"18804","scaffold0049:2832453|2892647",2,NA,NA
"18805","scaffold0049:2860798|2861294",NA,3,NA
"18806","scaffold0049:2860798|2873102",36,NA,NA
"18807","scaffold0049:2860798|2892647",NA,11,NA
"18808","scaffold0049:301104|304249",NA,NA,2
"18809","scaffold0049:318174|318981",NA,3,NA
"18810","scaffold0049:378128|381742",62,9,30
"18811","scaffold0049:378128|388527",1,2,NA
"18812","scaffold0049:406616|406878",1,NA,NA
"18813","scaffold0049:4071022|4076648",NA,3,NA
"18814","scaffold0049:4668739|4669748",NA,NA,5
"18815","scaffold0049:4786808|4787326",NA,1,NA
"18816","scaffold0049:4853538|4863280",5,NA,NA
"18817","scaffold0049:4853538|4868546",2,NA,NA
"18818","scaffold0049:4854499|4863280",NA,NA,4
"18819","scaffold0049:4860439|4863280",10,NA,NA
"18820","scaffold0049:4860439|4868546",4,NA,NA
"18821","scaffold0049:4866903|4868546",13,17,44
"18822","scaffold0049:4866903|4878388",6,12,8
"18823","scaffold0049:4866903|4883998",NA,8,NA
"18824","scaffold0049:4866903|4886207",NA,3,NA
"18825","scaffold0049:4898023|4918434",NA,2,NA
"18826","scaffold0049:4952137|4954918",2,NA,1
"18827","scaffold0049:4952137|4955957",NA,4,NA
"18828","scaffold0049:4954701|4955957",1,NA,NA
"18829","scaffold0049:4959268|4959460",3,NA,NA
"18830","scaffold0049:4991602|4996436",NA,2,NA
"18831","scaffold0049:5017644|5029979",NA,NA,2
"18832","scaffold0049:5019888|5029979",5,NA,NA
"18833","scaffold0049:5020914|5021133",3,NA,NA
"18834","scaffold0049:5050198|5051172",63,62,43
"18835","scaffold0049:5065790|5068099",8,NA,NA
"18836","scaffold0049:5065790|5069888",1,NA,3
"18837","scaffold0049:5066987|5068099",14,NA,NA
"18838","scaffold0049:5067963|5069888",NA,NA,3
"18839","scaffold0049:507984|511392",48,20,12
"18840","scaffold0049:5140734|5144935",35,NA,1
"18841","scaffold0049:5804281|5806253",6,NA,NA
"18842","scaffold0049:5804281|5820788",3,NA,NA
"18843","scaffold0049:5812518|5820788",3,2,12
"18844","scaffold0049:5915687|5943291",25,3,NA
"18845","scaffold0049:5918140|5943291",9,NA,NA
"18846","scaffold0049:5921545|5943291",29,4,NA
"18847","scaffold0049:5942411|5943291",NA,7,NA
"18848","scaffold0049:6030063|6035919",NA,NA,3
"18849","scaffold0049:6117087|6122205",6,NA,NA
"18850","scaffold0049:6605294|6612863",NA,NA,1
"18851","scaffold0049:6614787|6616830",1,NA,NA
"18852","scaffold0049:6672910|6675523",NA,NA,7
"18853","scaffold0049:6730721|6733235",4,NA,NA
"18854","scaffold0049:6734171|6734917",2,15,NA
"18855","scaffold0049:6735374|6735929",NA,6,NA
"18856","scaffold0049:6735374|6740607",23,42,12
"18857","scaffold0049:6736948|6740607",119,184,170
"18858","scaffold0049:6739920|6740607",12,50,24
"18859","scaffold0049:6739920|6759186",NA,6,NA
"18860","scaffold0049:6746589|6750071",6,NA,NA
"18861","scaffold0049:6747998|6759186",2,NA,NA
"18862","scaffold0049:6749921|6757449",NA,NA,1
"18863","scaffold0049:6753557|6759186",133,189,150
"18864","scaffold0049:6754593|6759186",NA,NA,1
"18865","scaffold0049:6823910|6856628",5,NA,5
"18866","scaffold0049:6823910|6857936",NA,NA,2
"18867","scaffold0049:6823910|6881862",1,NA,NA
"18868","scaffold0049:6870528|6894757",NA,NA,1
"18869","scaffold0049:6872633|6876422",4,NA,NA
"18870","scaffold0049:6874420|6874793",2,NA,NA
"18871","scaffold0049:6886099|6886554",10,NA,3
"18872","scaffold0049:6973481|6980858",19,21,13
"18873","scaffold0049:6979465|6980858",NA,NA,3
"18874","scaffold0049:777414|778592",9,NA,6
"18875","scaffold0050:1044966|1047191",NA,NA,1
"18876","scaffold0050:1046486|1047067",NA,3,NA
"18877","scaffold0050:1127823|1127988",NA,1,NA
"18878","scaffold0050:1127823|1130329",5,8,2
"18879","scaffold0050:1127823|1136217",131,86,126
"18880","scaffold0050:1133552|1135591",NA,4,NA
"18881","scaffold0050:1134042|1135591",1,NA,NA
"18882","scaffold0050:1134042|1135981",3,NA,NA
"18883","scaffold0050:1134042|1136217",14,17,NA
"18884","scaffold0050:1134563|1135591",33,30,NA
"18885","scaffold0050:1134563|1136217",NA,5,NA
"18886","scaffold0050:1176837|1178650",1,2,3
"18887","scaffold0050:1444574|1449688",NA,NA,2
"18888","scaffold0050:1449265|1449564",NA,NA,3
"18889","scaffold0050:1449589|1450306",7,NA,NA
"18890","scaffold0050:1512822|1551843",NA,18,14
"18891","scaffold0050:1512822|1588772",NA,6,NA
"18892","scaffold0050:1540541|1542330",2,1,NA
"18893","scaffold0050:1540541|1551843",43,49,47
"18894","scaffold0050:1540541|1588772",1,4,3
"18895","scaffold0050:1548839|1551843",NA,7,NA
"18896","scaffold0050:1588651|1688215",NA,10,NA
"18897","scaffold0050:1683038|1688215",167,122,NA
"18898","scaffold0050:1832910|1839517",NA,2,NA
"18899","scaffold0050:1839371|1840917",13,NA,NA
"18900","scaffold0050:1840777|1851628",1,NA,NA
"18901","scaffold0050:1845181|1848531",NA,3,NA
"18902","scaffold0050:1845181|1851628",51,NA,NA
"18903","scaffold0050:1847271|1847711",3,NA,NA
"18904","scaffold0050:1873375|1873565",5,NA,NA
"18905","scaffold0050:1873375|1873783",NA,5,NA
"18906","scaffold0050:1879704|1881352",6,NA,15
"18907","scaffold0050:1881211|1881352",NA,NA,1
"18908","scaffold0050:1884305|1888662",15,NA,NA
"18909","scaffold0050:1886538|1886877",5,NA,NA
"18910","scaffold0050:1905484|1907253",18,NA,NA
"18911","scaffold0050:1949228|1949887",4,NA,NA
"18912","scaffold0050:2002905|2003842",7,3,1
"18913","scaffold0050:2025887|2030802",4,NA,NA
"18914","scaffold0050:2139204|2156469",5,NA,NA
"18915","scaffold0050:2139204|2158063",NA,1,NA
"18916","scaffold0050:2139204|2180360",73,53,12
"18917","scaffold0050:2139204|2196668",110,NA,NA
"18918","scaffold0050:2139204|2244527",5,NA,6
"18919","scaffold0050:2139204|2307168",65,3,2
"18920","scaffold0050:217385|217536",NA,NA,1
"18921","scaffold0050:218193|219155",2,NA,NA
"18922","scaffold0050:2196601|2244527",77,NA,NA
"18923","scaffold0050:2196601|2307168",18,NA,NA
"18924","scaffold0050:2233920|2244527",164,21,NA
"18925","scaffold0050:2233920|2287546",21,NA,NA
"18926","scaffold0050:2233920|2307168",61,35,NA
"18927","scaffold0050:2233920|2387727",3,NA,NA
"18928","scaffold0050:2239111|2244527",107,NA,NA
"18929","scaffold0050:2242591|2244527",62,20,NA
"18930","scaffold0050:2287470|2307168",216,44,NA
"18931","scaffold0050:2305442|2307168",1661,178,29
"18932","scaffold0050:2381198|2381851",5,NA,NA
"18933","scaffold0050:2387146|2393445",3,NA,NA
"18934","scaffold0050:2387146|2394427",5,NA,NA
"18935","scaffold0050:2387146|2396480",4,NA,NA
"18936","scaffold0050:2428010|2438943",2,NA,NA
"18937","scaffold0050:2436622|2447576",1,NA,NA
"18938","scaffold0050:2438832|2439839",3,NA,NA
"18939","scaffold0050:2439784|2442616",8,NA,6
"18940","scaffold0050:2442486|2447576",3,NA,NA
"18941","scaffold0050:2444841|2447576",7,NA,7
"18942","scaffold0050:2456108|2459370",23,10,26
"18943","scaffold0050:2460391|2470260",24,NA,21
"18944","scaffold0050:2469870|2470260",14,3,NA
"18945","scaffold0050:2469870|2474855",NA,NA,2
"18946","scaffold0050:2487080|2489267",5,NA,NA
"18947","scaffold0050:2492559|2495471",1,5,5
"18948","scaffold0050:2494919|2495471",2,NA,NA
"18949","scaffold0050:2494919|2496670",NA,10,NA
"18950","scaffold0050:2571900|2577790",1,NA,NA
"18951","scaffold0050:292391|292549",NA,NA,4
"18952","scaffold0050:32687|39359",4,NA,NA
"18953","scaffold0050:3276923|3282586",NA,18,8
"18954","scaffold0050:3301330|3301483",NA,NA,1
"18955","scaffold0050:3375624|3381280",9,6,NA
"18956","scaffold0050:3381129|3398832",5,NA,NA
"18957","scaffold0050:3381129|3408458",2,NA,NA
"18958","scaffold0050:3383001|3384520",NA,8,NA
"18959","scaffold0050:3383108|3384366",NA,2,NA
"18960","scaffold0050:3383111|3384366",4,NA,NA
"18961","scaffold0050:3390797|3414142",2,NA,6
"18962","scaffold0050:3398745|3411519",NA,9,NA
