"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100315302|100318708",4,NA,NA
"21406","scaffold0034:3803797|3850624",9,9,NA
"21407","scaffold0034:3803797|3901272",3,NA,NA
"21408","scaffold0034:3816083|3901272",7,NA,NA
"21409","scaffold0034:3896670|3933885",NA,NA,9
"21410","scaffold0034:3901161|3933885",6,NA,NA
"21411","scaffold0034:3933642|3933885",51,47,10
"21412","scaffold0034:4109915|4120909",12,3,5
"21413","scaffold0034:4201954|4207976",57,NA,NA
"21414","scaffold0034:4201954|4245911",NA,9,NA
"21415","scaffold0034:4979570|4979731",2,NA,NA
"21416","scaffold0034:5108393|5118561",NA,16,NA
"21417","scaffold0034:5108393|5123382",NA,3,NA
"21418","scaffold0034:5156849|5163197",13,30,13
"21419","scaffold0034:5439850|5450695",6,NA,NA
"21420","scaffold0034:5453234|5460095",2,NA,NA
"21421","scaffold0034:5453234|5464146",2,NA,NA
"21422","scaffold0034:5459617|5467172",4,NA,NA
"21423","scaffold0034:5467005|5467172",NA,8,NA
"21424","scaffold0034:6114785|6165768",2,NA,NA
"21425","scaffold0034:6312190|6313474",13,NA,NA
"21426","scaffold0034:6313325|6318643",NA,4,NA
"21427","scaffold0034:6314720|6316071",4,NA,NA
"21428","scaffold0034:6314720|6327369",8,NA,NA
"21429","scaffold0034:6318290|6318643",6,NA,NA
"21430","scaffold0034:6324949|6325800",NA,3,NA
"21431","scaffold0034:6325681|6327369",5,NA,7
"21432","scaffold0034:6715098|6718028",26,NA,17
"21433","scaffold0034:6717273|6718028",12,NA,NA
"21434","scaffold0034:6797399|6797660",9,NA,7
"21435","scaffold0034:6797399|6797685",35,NA,8
"21436","scaffold0034:6797399|6800910",NA,NA,7
"21437","scaffold0034:6797399|6830385",NA,NA,2
"21438","scaffold0034:6811499|6820796",NA,2,NA
"21439","scaffold0034:6811499|6830385",13,9,9
"21440","scaffold0034:6811499|6842278",6,22,NA
"21441","scaffold0034:6813033|6830385",2,NA,NA
"21442","scaffold0034:6813033|6842278",2,NA,NA
"21443","scaffold0034:6820670|6830385",11,8,NA
"21444","scaffold0034:6820670|6842278",10,NA,NA
"21445","scaffold0034:6824273|6842278",2,NA,NA
"21446","scaffold0034:6842196|6856437",11,NA,NA
"21447","scaffold0034:7176340|7246725",NA,NA,2
"21448","scaffold0034:7188756|7202594",44,NA,40
"21449","scaffold0034:7202432|7246725",46,25,21
"21450","scaffold0034:7277608|7334136",NA,4,NA
"21451","scaffold0034:7279612|7334136",2,NA,NA
"21452","scaffold0034:7300251|7300462",6,NA,NA
"21453","scaffold0034:7302475|7348643",12,NA,NA
"21454","scaffold0034:7309715|7334136",35,10,13
"21455","scaffold0034:7309715|7348643",305,324,172
"21456","scaffold0034:7309715|7348657",2,NA,NA
"21457","scaffold0034:7309715|7348705",4,NA,NA
"21458","scaffold0034:7314497|7334136",40,21,20
"21459","scaffold0034:7314497|7335578",NA,NA,6
"21460","scaffold0034:7314497|7348643",NA,NA,5
"21461","scaffold0034:7314607|7334136",17,20,10
"21462","scaffold0034:7314607|7348643",2,NA,NA
"21463","scaffold0034:7314609|7334136",7,NA,6
"21464","scaffold0034:7314609|7348643",NA,7,8
"21465","scaffold0034:7323061|7334136",6,8,4
"21466","scaffold0034:7329182|7334136",23,NA,5
"21467","scaffold0034:7329182|7348643",3,NA,3
"21468","scaffold0034:7330400|7334136",NA,NA,4
"21469","scaffold0034:7333994|7339631",4,15,6
"21470","scaffold0034:7333994|7348550",2,NA,NA
"21471","scaffold0034:7333994|7348643",1138,517,720
"21472","scaffold0034:7333994|7348657",NA,8,6
"21473","scaffold0034:7333994|7348705",NA,6,NA
"21474","scaffold0034:7408238|7408538",7,NA,NA
"21475","scaffold0034:8111835|8115128",27,40,NA
"21476","scaffold0034:8121196|8122767",NA,NA,2
"21477","scaffold0034:8138800|8148816",4,2,NA
"21478","scaffold0034:8138800|8154161",NA,NA,8
"21479","scaffold0034:8146003|8148116",NA,4,NA
"21480","scaffold0034:8146003|8148816",3,4,NA
"21481","scaffold0034:8146003|8155089",NA,NA,2
"21482","scaffold0034:8184369|8187872",7,NA,NA
"21483","scaffold0034:8184369|8202665",5,NA,NA
"21484","scaffold0034:8184369|8280193",6,NA,NA
"21485","scaffold0034:8254087|8280193",NA,NA,6
"21486","scaffold0034:8254087|8302409",16,4,11
"21487","scaffold0034:8257971|8258134",NA,NA,2
"21488","scaffold0034:8273722|8280191",2,NA,NA
"21489","scaffold0034:8273722|8280193",12,NA,25
"21490","scaffold0034:8273722|8302409",8,NA,9
"21491","scaffold0034:8273722|8319667",9,NA,NA
"21492","scaffold0034:8274906|8280193",7,NA,NA
"21493","scaffold0034:8274906|8302409",NA,8,2
"21494","scaffold0034:8280098|8286295",NA,NA,2
"21495","scaffold0034:8280098|8302409",41,19,46
"21496","scaffold0034:8280098|8304176",NA,2,NA
"21497","scaffold0034:8280098|8304188",10,NA,9
"21498","scaffold0034:8280098|8319667",29,NA,5
"21499","scaffold0034:8280098|8322356",NA,NA,5
"21500","scaffold0034:8343396|8343727",NA,NA,9
"21501","scaffold0034:8642217|8642556",22,NA,NA
"21502","scaffold0034:8899003|8905842",NA,2,NA
"21503","scaffold0034:8960656|8962292",NA,4,NA
"21504","scaffold0034:9863397|9869560",NA,2,NA
"21505","scaffold0034:9865266|9869659",NA,NA,3
"21506","scaffold0034:9869510|9872319",4,NA,NA
"21507","scaffold0034:9888984|9893821",9,NA,NA
"21508","scaffold0034:9888984|9900508",NA,10,2
"21509","scaffold0034:9893006|9900508",26,NA,7
"21510","scaffold0034:9954702|9954906",NA,NA,2
"21511","scaffold0034:9963081|9963390",NA,4,NA
"21512","scaffold0035:10629894|10648789",4,NA,NA
"21513","scaffold0035:10672494|10679888",NA,NA,6
"21514","scaffold0035:10672864|10678746",NA,4,NA
"21515","scaffold0035:10689349|10689529",12,NA,NA
"21516","scaffold0035:10792771|10794213",2,8,NA
"21517","scaffold0035:10792771|10868621",NA,10,NA
"21518","scaffold0035:1135603|1135945",53,27,29
"21519","scaffold0035:11421458|11422010",346,138,116
"21520","scaffold0035:11523859|11526297",NA,NA,8
"21521","scaffold0035:11571838|11573169",8,NA,NA
"21522","scaffold0035:11578665|11587389",4,NA,NA
"21523","scaffold0035:11581973|11587389",NA,2,NA
"21524","scaffold0035:11585835|11587389",4,34,9
"21525","scaffold0035:11589650|11589915",8,3,5
"21526","scaffold0035:11589650|11590663",NA,34,NA
"21527","scaffold0035:11592424|11592772",4,NA,NA
"21528","scaffold0035:11629224|11629641",NA,NA,2
"21529","scaffold0035:11638635|11641570",7,NA,NA
"21530","scaffold0035:11651345|11651462",NA,NA,2
"21531","scaffold0035:1166468|1168647",NA,NA,6
"21532","scaffold0035:1166468|1169792",NA,4,NA
"21533","scaffold0035:1166468|1175612",15,NA,6
"21534","scaffold0035:1166468|1195264",NA,NA,8
"21535","scaffold0035:11684025|11684938",11,NA,NA
"21536","scaffold0035:11686015|11686180",3,NA,NA
"21537","scaffold0035:11686341|11687556",5,NA,NA
"21538","scaffold0035:11694894|11697565",4,NA,NA
"21539","scaffold0035:11695296|11695680",NA,5,NA
"21540","scaffold0035:1169750|1175612",2,NA,NA
"21541","scaffold0035:11712809|11715103",NA,NA,5
"21542","scaffold0035:11736099|11736609",8,12,NA
"21543","scaffold0035:11739487|11741552",5,NA,NA
"21544","scaffold0035:1175451|1195264",10,NA,NA
"21545","scaffold0035:1184007|1185107",11,6,16
"21546","scaffold0035:11892460|11898620",NA,NA,16
"21547","scaffold0035:11892460|11922141",NA,NA,10
"21548","scaffold0035:11896341|11910638",2,NA,NA
"21549","scaffold0035:1190120|1190937",12,2,12
"21550","scaffold0035:1190120|1195264",15,NA,NA
"21551","scaffold0035:11902719|11912610",3,NA,NA
"21552","scaffold0035:11907580|11912610",10,NA,NA
"21553","scaffold0035:11910536|11911464",12,NA,7
"21554","scaffold0035:11910536|11912610",7,NA,3
"21555","scaffold0035:11911347|11912610",NA,NA,14
"21556","scaffold0035:11912442|11919868",NA,NA,4
"21557","scaffold0035:11937717|11938516",2,NA,NA
"21558","scaffold0035:11941412|11941857",NA,NA,2
"21559","scaffold0035:12018345|12024125",NA,NA,5
"21560","scaffold0035:12018798|12028540",2,NA,NA
"21561","scaffold0035:12019583|12021814",NA,NA,3
"21562","scaffold0035:12028383|12035298",2,NA,NA
"21563","scaffold0035:12081984|12086233",26,7,NA
"21564","scaffold0035:12136035|12136193",NA,NA,2
"21565","scaffold0035:12161300|12162376",4,NA,NA
"21566","scaffold0035:12171200|12172567",4,NA,NA
"21567","scaffold0035:12175980|12179862",3,NA,NA
"21568","scaffold0035:12179773|12188905",NA,NA,2
"21569","scaffold0035:12202546|12202824",2,NA,NA
"21570","scaffold0035:12270817|12271146",24,NA,NA
"21571","scaffold0035:12280158|12337834",4,NA,NA
"21572","scaffold0035:12288905|12325990",6,NA,NA
"21573","scaffold0035:12288905|12354929",4,NA,NA
"21574","scaffold0035:12296412|12325990",10,NA,NA
"21575","scaffold0035:12296412|12337834",7,NA,6
"21576","scaffold0035:12325739|12337834",38,6,44
"21577","scaffold0035:12337639|12337834",6,NA,NA
"21578","scaffold0035:12547680|12552341",5,NA,NA
"21579","scaffold0035:12552175|12571654",2,NA,NA
"21580","scaffold0035:12562865|12571654",8,NA,8
"21581","scaffold0035:12562865|12582396",14,3,4
"21582","scaffold0035:12615730|12617704",12,NA,NA
"21583","scaffold0035:12763614|12763788",8,NA,NA
"21584","scaffold0035:12777700|12828982",NA,NA,2
"21585","scaffold0035:12789553|12810090",35,NA,11
"21586","scaffold0035:12789553|12828982",5,NA,12
"21587","scaffold0035:12807994|12810090",1319,360,360
"21588","scaffold0035:12807994|12822754",2,NA,NA
"21589","scaffold0035:12807994|12824637",2,NA,NA
"21590","scaffold0035:12880869|12880996",4,NA,NA
"21591","scaffold0035:12882419|12887826",NA,2,NA
"21592","scaffold0035:12885041|12887826",4,NA,NA
"21593","scaffold0035:12970200|12970386",6,NA,NA
"21594","scaffold0035:13037913|13040268",5,NA,2
"21595","scaffold0035:1305002|1307270",2,NA,NA
"21596","scaffold0035:1307092|1309938",48,14,19
"21597","scaffold0035:1307092|1311538",4,NA,NA
"21598","scaffold0035:1309080|1309643",2,NA,NA
"21599","scaffold0035:1310466|1311538",227,105,73
"21600","scaffold0035:1310466|1312158",144,54,45
"21601","scaffold0035:1310466|1316008",112,34,14
"21602","scaffold0035:13144750|13144891",2,NA,NA
"21603","scaffold0035:1314701|1316008",NA,14,10
"21604","scaffold0035:1333007|1335445",14,9,7
"21605","scaffold0035:1334192|1335445",3,NA,2
"21606","scaffold0035:13509495|13518465",6,NA,NA
"21607","scaffold0035:13523196|13532581",37,25,13
"21608","scaffold0035:13525777|13529478",9,NA,NA
"21609","scaffold0035:13525777|13532581",10,NA,NA
"21610","scaffold0035:13534407|13538449",2,NA,NA
"21611","scaffold0035:13552593|13553491",9,14,4
"21612","scaffold0035:13552593|13555583",10,19,4
"21613","scaffold0035:13552593|13557258",4,NA,NA
"21614","scaffold0035:13554344|13559169",NA,NA,7
"21615","scaffold0035:13554344|13559234",11,12,5
"21616","scaffold0035:13557175|13559234",NA,NA,2
"21617","scaffold0035:13620410|13624991",7,NA,NA
"21618","scaffold0035:13620410|13636213",NA,NA,6
"21619","scaffold0035:1379216|1383420",NA,NA,2
"21620","scaffold0035:14055805|14087009",4,NA,NA
"21621","scaffold0035:14086886|14109320",4,6,NA
"21622","scaffold0035:14116686|14120829",10,NA,NA
"21623","scaffold0035:14116686|14132894",11,11,NA
"21624","scaffold0035:14120257|14132894",14,4,7
"21625","scaffold0035:1431185|1433804",5,NA,NA
"21626","scaffold0035:1454631|1459249",2,NA,6
"21627","scaffold0035:1454631|1461235",NA,NA,3
"21628","scaffold0035:1454631|1463135",6,NA,NA
"21629","scaffold0035:14582544|14585336",NA,8,NA
"21630","scaffold0035:1470455|1476533",NA,NA,3
"21631","scaffold0035:14707119|14708896",NA,NA,2
"21632","scaffold0035:1472510|1472712",4,NA,NA
"21633","scaffold0035:1475384|1476533",11,24,19
"21634","scaffold0035:1475384|1485948",8,23,5
"21635","scaffold0035:1475384|1487133",22,NA,13
"21636","scaffold0035:14771992|14779998",12,NA,NA
"21637","scaffold0035:14771992|14812657",2,NA,NA
"21638","scaffold0035:14819776|14824603",NA,19,NA
"21639","scaffold0035:14819776|14827012",4,NA,NA
"21640","scaffold0035:1487005|1494703",NA,NA,2
"21641","scaffold0035:1488463|1494117",NA,NA,6
"21642","scaffold0035:1488463|1494703",2,NA,NA
"21643","scaffold0035:14893332|14897681",2,NA,NA
"21644","scaffold0035:1493165|1494703",NA,NA,6
"21645","scaffold0035:1493760|1500495",NA,NA,3
"21646","scaffold0035:1494583|1497182",79,71,56
"21647","scaffold0035:1494583|1497936",16,4,NA
"21648","scaffold0035:1507179|1507638",2,NA,NA
"21649","scaffold0035:15143354|15143897",NA,9,NA
"21650","scaffold0035:15152546|15155964",3,NA,NA
"21651","scaffold0035:15258650|15261534",22,27,10
"21652","scaffold0035:15258650|15263871",11,57,17
"21653","scaffold0035:15277430|15284892",NA,8,5
"21654","scaffold0035:15279534|15284892",NA,19,NA
"21655","scaffold0035:1537051|1543647",2,NA,NA
"21656","scaffold0035:15481827|15482089",2,NA,NA
"21657","scaffold0035:15779459|15783106",10,NA,NA
"21658","scaffold0035:1584464|1588599",4,NA,NA
"21659","scaffold0035:1585203|1588599",12,NA,5
"21660","scaffold0035:1587904|1588599",17,NA,6
"21661","scaffold0035:1619298|1619861",2,NA,NA
"21662","scaffold0035:1621590|1623374",6,NA,NA
"21663","scaffold0035:1622319|1623374",NA,6,NA
"21664","scaffold0035:1624751|1629236",4,NA,2
"21665","scaffold0035:16992851|16995365",NA,NA,4
"21666","scaffold0035:17475839|17494803",13,NA,NA
"21667","scaffold0035:17532743|17536700",4,NA,NA
"21668","scaffold0035:17554608|17562171",2,2,NA
"21669","scaffold0035:17941687|17942095",NA,NA,2
"21670","scaffold0035:17986782|17988124",NA,8,NA
"21671","scaffold0035:18065308|18068083",4,NA,NA
"21672","scaffold0035:1847111|1847884",218,172,54
"21673","scaffold0035:1847111|1859239",29,21,2
"21674","scaffold0035:1856062|1859239",39,6,NA
"21675","scaffold0035:1961099|1961512",NA,NA,4
"21676","scaffold0035:2020462|2020660",NA,20,NA
"21677","scaffold0035:2041634|2047722",NA,9,NA
"21678","scaffold0035:2041634|2056248",16,17,12
"21679","scaffold0035:2047530|2056248",6,NA,NA
"21680","scaffold0035:2117167|2126723",NA,NA,14
"21681","scaffold0035:2117167|2137079",NA,NA,2
"21682","scaffold0035:2126364|2126723",NA,NA,8
"21683","scaffold0035:2126587|2137079",NA,15,17
"21684","scaffold0035:2136968|2138284",2,NA,NA
"21685","scaffold0035:2136968|2140283",6,NA,NA
"21686","scaffold0035:2265155|2273875",5,NA,NA
"21687","scaffold0035:2292478|2293566",NA,NA,2
"21688","scaffold0035:2299664|2300653",5,NA,NA
"21689","scaffold0035:2302912|2303981",812,707,590
"21690","scaffold0035:2303724|2303883",NA,NA,4
"21691","scaffold0035:2303746|2303913",NA,4,NA
"21692","scaffold0035:2305933|2306883",NA,4,NA
"21693","scaffold0035:2331856|2333205",104,27,59
"21694","scaffold0035:2338918|2339185",12,NA,NA
"21695","scaffold0035:2385412|2385585",NA,4,4
"21696","scaffold0035:2435068|2435609",NA,NA,5
"21697","scaffold0035:2470905|2486570",15,4,9
"21698","scaffold0035:2482861|2486570",NA,8,NA
"21699","scaffold0035:2486506|2500683",9,NA,7
"21700","scaffold0035:2495743|2495932",3,NA,4
"21701","scaffold0035:2495743|2500683",NA,2,NA
"21702","scaffold0035:2495854|2500683",23,NA,9
"21703","scaffold0035:2496017|2500683",8,NA,NA
"21704","scaffold0035:2499396|2500683",4,NA,NA
"21705","scaffold0035:2557895|2558108",NA,NA,4
"21706","scaffold0035:2558375|2558604",2,NA,NA
"21707","scaffold0035:3047480|3047702",142,43,93
"21708","scaffold0035:3295844|3303792",NA,NA,2
"21709","scaffold0035:3334563|3353758",2,NA,NA
"21710","scaffold0035:3424074|3426370",18,NA,NA
"21711","scaffold0035:3424263|3424947",4,NA,NA
"21712","scaffold0035:3445980|3446164",6,NA,NA
"21713","scaffold0035:3456333|3459420",5,NA,12
"21714","scaffold0035:3460194|3460414",6,6,NA
"21715","scaffold0035:3462076|3463736",NA,NA,2
"21716","scaffold0035:3474769|3475858",NA,NA,2
"21717","scaffold0035:3477811|3478488",2,NA,NA
"21718","scaffold0035:3478131|3479259",NA,16,NA
"21719","scaffold0035:3543788|3543964",NA,4,NA
"21720","scaffold0035:4241848|4242086",4,NA,NA
"21721","scaffold0035:4303702|4306261",6,NA,NA
"21722","scaffold0035:4367329|4368031",10,NA,NA
"21723","scaffold0035:4382630|4383099",NA,16,NA
"21724","scaffold0035:4388657|4389208",7,NA,NA
"21725","scaffold0035:4572203|4572358",NA,6,NA
"21726","scaffold0035:4624419|4633108",4,NA,NA
"21727","scaffold0035:4657986|4660190",2,2,NA
"21728","scaffold0035:4695049|4698028",4,NA,NA
"21729","scaffold0035:4695049|4701407",NA,NA,8
"21730","scaffold0035:4833524|4850054",8,13,NA
"21731","scaffold0035:4833524|4858814",3,NA,NA
"21732","scaffold0035:4840163|4845723",15,27,4
"21733","scaffold0035:4840163|4850054",38,11,8
"21734","scaffold0035:4847943|4850054",6,NA,NA
"21735","scaffold0035:4856800|4857619",6,NA,NA
"21736","scaffold0035:5185386|5188292",9,12,NA
"21737","scaffold0035:5185386|5259937",2,NA,NA
"21738","scaffold0035:5187326|5188292",3,NA,NA
"21739","scaffold0035:5482391|5484035",NA,7,NA
"21740","scaffold0035:5517872|5519152",4,NA,NA
"21741","scaffold0035:5559688|5595732",NA,11,NA
"21742","scaffold0035:5578518|5590199",NA,6,NA
"21743","scaffold0035:5584650|5595732",NA,6,2
"21744","scaffold0035:5584650|5617426",NA,8,NA
"21745","scaffold0035:5590097|5605554",NA,NA,2
"21746","scaffold0035:5590097|5617426",NA,14,NA
"21747","scaffold0035:5590097|5633500",18,NA,NA
"21748","scaffold0035:5603783|5617426",NA,NA,2
"21749","scaffold0035:5616723|5633500",NA,NA,4
"21750","scaffold0035:5731058|5754821",2,NA,NA
"21751","scaffold0035:5741959|5754821",NA,3,4
"21752","scaffold0035:5749960|5754821",59,55,10
"21753","scaffold0035:5749960|5806652",4,NA,NA
"21754","scaffold0035:5806492|5823143",NA,9,NA
"21755","scaffold0035:5884652|5891116",78,67,18
"21756","scaffold0035:6037938|6038103",NA,6,NA
"21757","scaffold0035:6044907|6046107",NA,4,NA
"21758","scaffold0035:6871984|6874927",NA,2,NA
"21759","scaffold0035:6885586|6908610",4,NA,NA
"21760","scaffold0035:6908493|6913569",8,4,NA
"21761","scaffold0035:802855|808363",2,6,4
"21762","scaffold0035:8219050|8223345",4,16,7
"21763","scaffold0035:839577|851435",3,NA,NA
"21764","scaffold0035:851272|872206",2,NA,6
"21765","scaffold0035:8539270|8544850",NA,NA,12
"21766","scaffold0035:8552333|8554955",28,2,4
"21767","scaffold0035:8570853|8575537",18,15,2
"21768","scaffold0035:8572992|8575537",NA,2,NA
"21769","scaffold0035:8606432|8609854",4,NA,NA
"21770","scaffold0035:8606432|8620152",NA,2,NA
"21771","scaffold0035:861965|872206",5,NA,NA
"21772","scaffold0035:8629143|8635793",NA,NA,4
"21773","scaffold0035:8639514|8645662",6,NA,NA
"21774","scaffold0035:872099|883153",16,NA,NA
"21775","scaffold0035:8812225|8820908",4,NA,3
"21776","scaffold0035:8841513|8859456",12,NA,8
"21777","scaffold0035:8846284|8850234",3,NA,NA
"21778","scaffold0035:8956639|8969497",8,NA,NA
"21779","scaffold0035:9002143|9010420",6,NA,NA
"21780","scaffold0035:9502743|9503671",NA,NA,2
"21781","scaffold0035:9505695|9518382",NA,10,NA
"21782","scaffold0035:9507191|9518382",4,NA,NA
"21783","scaffold0035:9512154|9518382",6,NA,NA
"21784","scaffold0035:9513334|9518382",6,NA,NA
"21785","scaffold0035:9530026|9532654",11,NA,NA
"21786","scaffold0035:9736618|9747320",NA,NA,4
"21787","scaffold0036:10077492|10077891",NA,NA,4
"21788","scaffold0036:10194388|10203396",2,NA,NA
"21789","scaffold0036:10194388|10277461",10,NA,NA
"21790","scaffold0036:10203239|10277461",48,24,35
"21791","scaffold0036:10203239|10293035",NA,NA,6
"21792","scaffold0036:10203239|10302671",4,17,2
"21793","scaffold0036:10277335|10301249",12,NA,NA
"21794","scaffold0036:10277335|10302671",NA,NA,6
"21795","scaffold0036:10277335|10316962",NA,7,NA
"21796","scaffold0036:10314178|10316962",2,NA,NA
"21797","scaffold0036:10314178|10325693",2,NA,NA
"21798","scaffold0036:10384379|10404792",NA,8,NA
"21799","scaffold0036:10384379|10416822",NA,NA,4
"21800","scaffold0036:10404660|10416822",84,14,9
"21801","scaffold0036:10404660|10441731",3,NA,NA
"21802","scaffold0036:10414504|10416822",2,NA,NA
"21803","scaffold0036:10414504|10441731",NA,NA,2
"21804","scaffold0036:10416694|10441731",4,NA,NA
"21805","scaffold0036:10441588|10482921",4,NA,NA
"21806","scaffold0036:10441588|10492727",NA,NA,4
"21807","scaffold0036:10441588|10503168",NA,NA,8
"21808","scaffold0036:10466229|10474182",2,NA,6
"21809","scaffold0036:10466229|10492727",2,NA,4
"21810","scaffold0036:10474029|10492727",NA,NA,6
"21811","scaffold0036:10488144|10492727",NA,77,26
"21812","scaffold0036:10492586|10503168",NA,NA,3
"21813","scaffold0036:10497492|10503168",7,NA,6
"21814","scaffold0036:10524459|10534628",NA,NA,3
"21815","scaffold0036:10530493|10534628",105,47,72
